,,,,,,,,,,,Fantasy,Fantasy,Fantasy,Fantasy,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,Scoring,Scoring,Scoring,Scoring
60,Percy Harvin\HarvPe00,WR,26,2014,NFL,TOT,13,5,8,0,78.60,129.5,136.5,104.0,0,0,0,0,0,33,202,1,51,483,1,3,,,,
61,Riley Cooper\CoopRi00,WR,26,2014,NFL,PHI,16,10,6,0,73.70,128.7,129.7,101.2,0,0,0,0,0,0,0,0,55,577,3,1,,,,
62,Harry Douglas\DougHa00,WR,29,2014,NFL,ATL,12,6,6,0,67.60,120.6,126.6,95.1,0,0,0,0,0,0,0,0,51,556,2,0,,,,
63,Jarius Wright\WrigJa02,WR,24,2014,NFL,MIN,16,7,9,0,77.90,119.9,125.9,98.9,0,0,0,0,0,5,71,0,42,588,2,0,,,,
64,Cecil Shorts\ShorCe00,WR,26,2014,NFL,JAX,13,3,10,0,64.98,118.0,125.0,91.5,2,2,32,1,0,0,0,0,53,557,1,1,,,,
65,Allen Robinson\RobiAl02,WR,21,2014,NFL,JAX,10,1,9,0,68.80,116.8,116.8,92.8,0,0,0,0,0,0,0,0,48,548,2,0,,,,
66,Nate Washington\WashNa00,WR,31,2014,NFL,OTI,16,2,14,0,76.70,116.7,119.7,96.7,0,0,0,0,0,0,0,0,40,647,2,0,,,,
67,Miles Austin\AustMi00,WR,30,2014,NFL,CLE,12,7,5,0,68.80,115.8,115.8,92.3,0,0,0,0,0,0,0,0,47,568,2,0,,,,
68,Jerricho Cotchery\CotcJe00,WR,32,2014,NFL,CAR,15,7,7,1,66.00,114.0,114.0,90.0,0,0,0,0,0,0,0,0,48,580,1,0,,,,
69,Devin Hester\HestDe99,WR,31,2014,NFL,ATL,16,6,10,0,76.00,114.0,115.0,95.0,0,0,0,0,0,6,36,1,38,504,2,2,,,,
70,Wes Welker\WelkWe00,WR,33,2014,NFL,DEN,14,10,4,0,58.40,107.4,107.4,82.9,0,0,0,0,0,0,0,0,49,464,2,0,,,,
71,Taylor Gabriel\GabrTa00,WR,23,2014,NFL,CLE,16,7,9,0,69.10,105.1,105.1,87.1,0,0,0,0,0,4,10,0,36,621,1,0,,,,
72,Chris Hogan\HogaCh00,WLB,26,2014,,BUF,16,9,7,0,62.60,103.6,105.6,83.1,0,0,0,0,0,0,0,0,41,426,4,2,,,,
73,Hakeem Nicks\NickHa01,WR,26,2014,NFL,CLT,16,11,5,0,64.90,102.5,102.5,83.5,0,0,0,0,0,0,0,0,38,405,4,0,,,,
74,Davante Adams\AdamDa01,WR,21,2014,,GNB,16,12,4,0,62.60,100.6,103.6,81.6,0,0,0,0,0,0,0,0,38,446,3,0,,,,
75,Jermaine Kearse\KearJe01,WR,24,2014,NFL,SEA,15,11,4,0,61.88,99.9,99.9,80.9,1,1,17,0,0,2,15,0,38,537,1,0,,,,
76,Cole Beasley\BeasCo00,WR,25,2014,NFL,DAL,16,12,4,0,62.00,99.0,101.0,80.5,0,0,0,0,0,0,0,0,37,420,4,2,,,,
77,Brian Hartline\HartBr00,WR,27,2014,NFL,MIA,16,8,8,0,59.40,98.4,98.4,78.9,0,0,0,0,0,0,0,0,39,474,2,0,,,,
78,Steve Johnson\JohnSt00,WR,27,2014,NFL,SFO,13,7,6,0,61.50,96.5,99.5,79.0,0,0,0,0,0,0,0,0,35,435,3,0,,,,
79,Donte Moncrief\MoncDo00,WR,21,2014,NFL,CLT,16,11,5,0,64.10,96.1,102.1,80.1,0,0,0,0,0,4,17,0,32,444,3,0,,,,
80,Justin Hunter\HuntJu00,WR,23,2014,NFL,OTI,12,2,10,0,67.80,95.8,95.8,81.8,0,0,0,0,0,0,0,0,28,498,3,0,,,,
81,Tavon Austin\AustTa00,WR,24,2014,NFL,RAM,15,6,9,0,64.60,95.6,95.6,80.1,0,0,0,0,0,36,224,2,31,242,0,5,,,,
82,Jeremy Kerley\KerlJe00,WR,25,2014,NFL,NYJ,16,4,12,0,55.50,93.5,93.5,74.5,0,1,0,0,0,4,86,0,38,409,1,1,,,,
83,Cordarrelle Patterson\PattCo00,WR,23,2014,NFL,MIN,16,7,9,0,60.10,93.1,97.1,76.6,0,0,0,0,0,10,117,1,33,384,1,1,,,,
84,Charles Johnson\JohnCh08,WR,25,2014,NFL,MIN,12,5,7,0,60.40,91.4,94.4,75.9,0,0,0,0,0,1,-11,0,31,475,2,1,,,,
85,Andre Roberts\RobeAn00,WR,26,2014,NFL,WAS,16,4,12,0,55.40,91.4,93.4,73.4,0,0,0,0,0,2,21,0,36,453,2,4,,,,
86,Preston Parker\ParkPr00,WR,27,2014,NFL,NYG,16,6,10,0,51.80,87.8,88.8,69.8,0,0,0,0,0,0,0,0,36,418,2,2,,,,
87,Stedman Bailey\BailSt01,WR,23,2014,,RAM,14,5,9,0,50.80,86.8,89.8,71.8,0,0,0,0,0,1,13,0,30,435,1,0,,,,
88,Marqise Lee\LeexMa00,WR,22,2014,NFL,JAX,13,3,10,0,49.10,86.1,86.1,67.6,0,0,0,0,0,3,9,0,37,422,1,0,,,,
89,Louis Murphy\MurpLo00,WR,27,2014,NFL,TAM,11,2,9,0,50.00,81.0,84.0,65.5,0,0,0,0,0,0,0,0,31,380,2,1,,,,
90,Brian Quick\QuicBr00,WR,25,2014,NFL,RAM,7,2,5,0,55.50,80.5,80.5,68.0,0,0,0,0,0,0,0,0,25,375,3,0,,,,
91,Corey Brown\BrowPh00,WR,22,2014,NFL,CAR,13,7,5,1,55.10,76.1,77.1,65.6,0,0,0,0,0,8,95,0,21,296,2,3,,,,
92,Jason Avant\AvanJa00,WR,31,2014,NFL,TOT,16,5,10,1,41.40,75.4,75.4,58.4,0,0,0,0,0,1,1,0,34,353,1,0,,,,
93,Damaris Johnson\JohnDa04,WR,24,2014,NFL,HTX,16,9,7,0,41.70,72.0,72.0,56.5,0,0,0,0,0,5,19,0,31,331,1,2,,,,
94,Kamar Aiken\AikeKa00,WR,25,2014,NFL,RAV,16,10,6,0,44.70,68.7,68.7,56.7,0,0,0,0,0,0,0,0,24,267,3,0,,,,
95,Travis Benjamin\BenjTr00,WR,24,2014,NFL,CLE,16,7,9,0,50.50,68.5,68.5,59.5,0,0,0,0,0,3,11,0,18,314,3,2,,,,
96,Brandon Gibson\GibsBr00,WR,27,2014,NFL,MIA,14,7,7,0,35.50,64.5,64.5,50.0,0,0,0,0,0,0,0,0,29,295,1,2,,,,
97,Victor Cruz\CruzVi00,WR,27,2014,NFL,NYG,6,3,3,0,39.70,62.7,68.7,51.2,0,0,0,0,0,0,0,0,23,337,1,0,,,,
98,Paul Richardson\RichPa01,WR,22,2014,,SEA,15,12,3,0,33.10,62.1,62.1,47.6,0,0,0,0,0,0,0,0,29,271,1,1,,,,
99,Brice Butler\ButlBr00,WR,24,2014,NFL,RAI,15,3,12,0,40.20,61.0,61.0,50.5,0,0,0,0,0,0,0,0,21,280,2,0,,,,
100,Jeremy Ross\RossJe01,WR,26,2014,NFL,DET,16,11,5,0,33.30,57.3,59.3,45.3,0,0,0,0,0,2,-1,0,24,314,1,4,,,,
