,,,,,,,,,,,Fantasy,Fantasy,Fantasy,Fantasy,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,Scoring,Scoring,Scoring,Scoring
42,Dede Westbrook\WestDe00,WR,25,2019,NFL,JAX,15,6,9,0,90.70,156.7,159.7,123.7,0,0,0,0,0,5,27,0,66,660,3,1,,,,
43,Chris Conley\ConlCh00,WR,26,2019,NFL,JAX,16,6,10,0,109.50,156.5,159.5,133.0,0,0,0,0,0,0,0,0,47,775,5,0,,,,
44,Randall Cobb\CobbRa00,WR,29,2019,NFL,DAL,15,8,7,0,100.20,154.9,161.9,127.4,0,1,0,0,0,3,11,0,55,828,3,2,,,,
45,Golden Tate\TateGo00,WR,31,2019,NFL,NYG,11,2,9,0,103.20,152.2,156.2,127.7,0,0,0,0,0,1,16,0,49,676,6,1,,,,
46,Marquise Brown\BrowMa04,WR,22,2019,NFL,RAV,14,12,2,0,100.60,146.4,149.4,123.4,0,0,0,0,0,0,0,0,46,584,7,0,,,,
47,Tyrell Williams\WillTy00,WR,27,2019,NFL,RAI,14,6,8,0,101.10,143.1,146.1,122.1,0,0,0,0,0,0,0,0,42,651,6,0,,,,
48,Sterling Shepard\ShepSt00,WR,26,2019,NFL,NYG,10,4,6,0,84.80,141.8,147.8,113.3,0,0,0,0,0,6,72,0,57,576,3,0,,,,
49,Danny Amendola\AmenDa00,WR,33,2019,NFL,DET,15,3,11,1,78.56,140.6,149.6,109.6,1,1,19,1,0,0,0,0,62,678,1,0,,,,
50,Sammy Watkins\WatkSa00,WR,26,2019,NFL,KAN,14,11,3,0,86.50,138.5,142.5,112.5,0,0,0,0,0,2,12,0,52,673,3,2,,,,
51,Breshad Perriman\PerrBr02,WR,25,2019,NFL,TAM,14,7,7,0,102.10,138.1,147.1,120.1,0,0,0,0,0,2,16,0,36,645,6,0,,,,
52,Zach Pascal\PascZa00,WR,24,2019,NFL,CLT,16,7,9,0,94.30,135.3,141.3,114.8,0,1,0,0,0,2,16,0,41,607,5,0,,,,
53,Will Fuller\FullWi01,WR,25,2019,NFL,HTX,11,8,3,0,85.00,134.0,140.0,109.5,0,0,0,0,0,0,0,0,49,670,3,1,,,,
54,Hunter Renfrow\RenfHu00,WR,23,2019,NFL,RAI,13,7,6,0,84.50,133.5,139.5,109.0,0,0,0,0,0,0,0,0,49,605,4,1,,,,
55,James Washington\WashJa00,WR,23,2019,NFL,PIT,15,7,8,0,89.50,133.5,137.5,111.5,0,0,0,0,0,0,0,0,44,735,3,1,,,,
56,Anthony Miller\MillAn02,WR,24,2019,NFL,CHI,16,8,8,0,75.50,127.5,134.5,101.5,0,0,0,0,0,1,-1,0,52,656,2,1,,,,
57,T.Y. Hilton\HiltT.00,WR,29,2019,NFL,CLT,10,6,4,0,80.10,125.1,125.1,102.6,0,0,0,0,0,0,0,0,45,501,5,0,,,,
58,Mohamed Sanu\SanuMo00,WR,30,2019,NFL,TOT,15,5,10,0,65.10,124.1,124.1,94.6,0,0,0,0,0,3,11,0,59,520,2,0,,,,
59,Alshon Jeffery\JeffAl00,WR,29,2019,NFL,PHI,10,6,4,0,79.20,122.2,125.2,100.7,0,0,0,0,0,1,2,1,43,490,4,0,,,,
60,Kenny Stills\StilKe00,WR,27,2019,NFL,HTX,13,8,5,0,80.10,120.1,123.1,100.1,0,0,0,0,0,0,0,0,40,561,4,0,,,,
61,Mecole Hardman\HardMe00,WR,21,2019,NFL,KAN,16,12,4,0,93.50,119.5,121.5,106.5,0,0,0,0,0,4,17,0,26,538,6,2,,,,
62,Brandin Cooks\CookBr00,WR,25,2019,NFL,RAM,14,8,6,0,75.50,117.5,120.5,96.5,0,0,0,0,0,6,52,0,42,583,2,0,,,,
63,Corey Davis\DaviCo03,WR,24,2019,NFL,OTI,15,8,7,0,72.10,115.1,115.1,93.6,0,0,0,0,0,0,0,0,43,601,2,1,,,,
64,Adam Thielen\ThieAd00,WR,29,2019,NFL,MIN,10,6,4,0,84.40,114.4,117.4,99.4,0,0,0,0,0,4,6,1,30,418,6,0,,,,
65,JuJu Smith-Schuster\SmitJu00,WR,22,2019,NFL,PIT,12,5,7,0,71.20,113.2,117.2,92.2,0,0,0,0,0,0,0,0,42,552,3,1,,,,
66,Steven Sims\SimsSt00,WR,22,2019,NFL,WAS,16,3,13,0,69.50,109.5,109.5,92.5,0,1,0,0,0,9,85,1,34,310,4,1,,,,
67,Allen Lazard\LazaAl00,WR,23,2019,NFL,GNB,16,13,3,0,67.80,102.8,105.8,85.3,0,0,0,0,0,1,21,0,35,477,3,0,,,,
68,Auden Tate\TateAu00,WR,22,2019,NFL,CIN,12,1,11,0,61.50,101.5,102.5,81.5,0,0,0,0,0,0,0,0,40,575,1,1,,,,
69,Demarcus Robinson\RobiDe01,WR,24,2019,NFL,KAN,16,12,4,0,68.90,100.9,103.9,84.9,0,0,0,0,0,0,0,0,32,449,4,0,,,,
70,Phillip Dorsett\DorsPh00,WR,26,2019,NFL,NWE,14,10,4,0,71.80,100.8,100.8,86.3,0,0,0,0,0,3,21,0,29,397,5,0,,,,
71,Russell Gage\GageRu00,WR,23,2019,NFL,ATL,16,7,9,0,49.80,98.8,99.8,74.3,0,0,0,0,0,4,12,0,49,446,1,1,,,,
72,Kendrick Bourne\BourKe00,WR,24,2019,NFL,SFO,16,13,3,0,67.80,97.8,97.8,82.8,0,0,0,0,0,0,0,0,30,358,5,0,,,,
73,Alex Erickson\EricAl01,WR,26,2019,NFL,CIN,16,2,14,0,53.24,96.2,101.2,74.7,1,1,26,0,0,5,33,0,43,529,0,4,,,,
74,Willie Snead\SneaWi00,WR/RS,26,2019,NFL,RAV,16,14,2,0,64.10,95.1,95.1,79.6,0,0,0,0,0,2,2,0,31,339,5,0,,,,
75,John Ross\RossJo00,WR,24,2019,NFL,CIN,8,1,7,0,67.00,95.0,102.0,81.0,0,0,0,0,0,3,4,0,28,506,3,1,,,,
76,Nelson Agholor\AghoNe00,WR,26,2019,NFL,PHI,11,5,6,0,55.00,94.0,98.0,74.5,0,0,0,0,0,2,7,0,39,363,3,2,,,,
77,Preston Williams\WillPr01,WR,22,2019,NFL,MIA,8,1,7,0,58.80,90.8,91.8,74.8,0,0,0,0,0,0,0,0,32,428,3,2,,,,
78,Taylor Gabriel\GabrTa00,WR,28,2019,NFL,CHI,9,4,5,0,61.30,90.3,90.3,75.8,0,0,0,0,0,3,20,0,29,353,4,0,,,,
79,Albert Wilson\WilsAl02,WR,27,2019,NFL,MIA,13,5,8,0,46.40,89.4,89.4,67.9,1,2,20,0,0,5,45,0,43,351,1,0,,,,
80,Adam Humphries\HumpAd00,WR,26,2019,NFL,OTI,12,7,5,0,49.50,86.5,86.5,68.0,0,0,0,0,0,1,1,0,37,374,2,1,,,,
81,Ted Ginn\GinnTe00,WR,34,2019,NFL,NOR,16,13,3,0,55.90,85.9,88.9,70.9,0,0,0,0,0,3,18,0,30,421,2,0,,,,
82,Demaryius Thomas\ThomDe03,WR,31,2019,NFL,NYJ,11,5,6,0,49.40,85.3,85.3,67.3,0,0,0,0,0,0,0,0,36,433,1,0,,,,
83,Marquez Valdes-Scantling\ValdMa00,WR,24,2019,NFL,GNB,16,13,3,0,58.10,84.1,87.1,71.1,0,0,0,0,0,2,9,0,26,452,2,0,,,,
84,Allen Hurns\HurnAl01,WR,27,2019,NFL,MIA,14,4,10,0,51.60,83.6,84.6,67.6,0,0,0,0,0,0,0,0,32,416,2,1,,,,
85,Tajae Sharpe\SharTa00,WR,24,2019,NFL,OTI,15,8,7,0,56.90,81.9,81.9,69.4,0,0,0,0,0,0,0,0,25,329,4,0,,,,
86,Olabisi Johnson\JohnOl00,WR,22,2019,NFL,MIN,16,10,6,0,48.00,79.0,79.0,63.5,0,0,0,0,0,1,6,0,31,294,3,0,,,,
87,Keelan Cole\ColeKe00,WR,26,2019,NFL,JAX,16,6,10,0,54.70,78.7,78.7,66.7,0,0,0,0,0,1,6,0,24,361,3,0,,,,
88,Geronimo Allison\AlliGe01,WR,25,2019,NFL,GNB,16,13,3,0,39.50,75.4,76.4,58.4,0,0,0,0,0,1,7,0,34,287,2,2,,,,
89,Josh Gordon\GordJo02,WR,28,2019,NFL,TOT,11,10,1,0,46.70,73.7,74.7,61.2,0,1,0,0,1,1,1,0,27,426,1,0,,,,
90,Damiere Byrd\ByrdDa00,WR,26,2019,NFL,CRD,11,4,6,1,39.90,71.9,72.9,55.9,0,0,0,0,0,0,0,0,32,359,1,1,,,,
91,Tre'Quan Smith\SmitTr03,WR,23,2019,NFL,NOR,11,8,3,0,53.40,71.4,71.4,62.4,0,0,0,0,0,0,0,0,18,234,5,0,,,,
92,Kelvin Harmon\HarmKe00,WR,22,2019,NFL,WAS,16,3,13,0,36.94,66.9,66.9,51.9,1,1,11,0,0,0,0,0,30,365,0,0,,,,
93,Cody Latimer\LatiCo00,WR,26,2019,NFL,NYG,15,3,12,0,42.00,66.0,66.0,54.0,0,0,0,0,0,0,0,0,24,300,2,0,,,,
94,Paul Richardson\RichPa01,WR,27,2019,NFL,WAS,10,2,8,0,36.50,64.5,64.5,50.5,0,0,0,0,0,1,0,0,28,245,2,0,,,,
95,DaeSean Hamilton\HamiDa01,WR,24,2019,NFL,DEN,16,7,9,0,35.70,63.7,63.7,49.7,0,0,0,0,0,0,0,0,28,297,1,0,,,,
96,Isaiah McKenzie\McKeIs00,WR,24,2019,NFL,BUF,15,10,5,0,36.30,63.3,63.3,49.8,0,0,0,0,0,8,49,0,27,254,1,0,,,,
97,Jakobi Meyers\MeyeJa01,WR,22,2019,NFL,NWE,15,11,4,0,35.90,61.9,61.9,48.9,0,0,0,0,0,0,0,0,26,359,0,0,,,,
98,Josh Reynolds\ReynJo00,WR,24,2019,NFL,RAM,16,9,7,0,40.90,61.9,61.9,51.4,0,0,0,0,0,5,23,0,21,326,1,0,,,,
99,Seth Roberts\RobeSe00,WR,28,2019,NFL,RAV,16,14,2,0,39.10,60.1,60.1,49.6,0,0,0,0,0,0,0,0,21,271,2,0,,,,
100,Greg Ward\WardGr02,WR,24,2019,NFL,PHI,7,4,3,0,31.90,59.9,59.9,45.9,0,0,0,0,0,1,5,0,28,254,1,0,,,,
