,,,,,,,,,,,Fantasy,Fantasy,Fantasy,Fantasy,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,Scoring,Scoring,Scoring,Scoring
71,Khiry Robinson\RobiKh00,RB,25,2015,NFL,NOR,8,4,4,0,53.50,70.5,70.5,62.0,0,0,0,0,0,56,180,4,17,115,0,0,,,,
72,Brandon Bolden\BoldBr00,RB,25,2015,NFL,NWE,15,11,4,0,51.00,69.7,69.7,60.2,0,0,0,0,0,63,207,0,19,180,2,0,,,,
73,Denard Robinson\RobiDe00,WR,24,2015,NFL,JAX,13,5,8,0,47.00,68.0,69.0,57.5,0,0,0,0,0,67,266,1,21,164,0,3,,,,
74,Benny Cunningham\CunnBe01,RB,25,2015,NFL,RAM,16,7,9,0,39.00,65.0,65.0,52.0,0,0,0,0,0,37,140,0,26,250,0,1,,,,
75,Bishop Sankey\SankBi00,RB,22,2015,NFL,OTI,13,2,11,0,43.20,57.2,58.2,50.2,0,0,0,0,0,47,193,1,14,139,1,2,,,,
76,Mike Gillislee\GillMi00,RB,25,2015,NFL,BUF,5,3,2,0,45.60,51.6,52.6,48.6,0,0,0,0,0,47,267,3,6,29,0,1,,,,
77,Tre Mason\MasoTr00,RB,22,2015,NFL,RAM,13,5,8,0,33.70,51.5,52.5,42.5,0,0,0,0,0,75,207,1,18,88,0,3,,,,
78,Lance Dunbar\DunbLa00,RB,25,2015,NFL,DAL,4,2,2,0,28.20,49.2,52.2,38.7,0,0,0,0,0,5,67,0,21,215,0,0,,,,
79,Donald Brown\BrowDo00,RB,28,2015,NFL,SDG,9,2,7,0,37.70,45.7,45.7,41.7,0,0,0,0,0,59,229,1,8,88,0,1,,,,
80,Travaris Cadet\CadeTr00,RB,26,2015,NFL,TOT,7,4,3,0,28.20,45.2,46.2,36.7,0,1,0,0,0,11,28,0,17,214,1,1,,,,
81,Damien Williams\WillDa05,RB,23,2015,NFL,MIA,16,6,10,0,24.10,45.1,46.1,34.6,0,0,0,0,0,16,59,0,21,142,1,2,,,,
82,Matt Asiata\AsiaMa00,RB,28,2015,NFL,MIN,16,11,5,0,24.50,43.4,43.4,33.9,0,0,0,0,0,29,112,0,19,132,0,0,,,,
83,Ahmad Bradshaw\BradAh00,RB,29,2015,NFL,CLT,6,3,3,0,32.90,42.9,42.9,37.9,0,0,0,0,0,31,85,0,10,64,3,0,,,,
84,Jay Ajayi\AjayJa00,RB,22,2015,NFL,MIA,9,3,6,0,35.70,42.7,42.7,39.2,0,0,0,0,0,49,187,1,7,90,0,0,,,,
85,Tevin Coleman\ColeTe01,RB,22,2015,NFL,ATL,12,5,7,0,40.60,42.6,48.6,41.6,0,0,0,0,0,87,392,1,2,14,0,3,,,,
86,Ka'Deem Carey\CareKa00,RB,22,2015,NFL,CHI,10,3,7,0,33.80,36.8,37.8,35.3,0,0,0,0,0,43,159,2,3,19,1,1,,,,
87,Patrick DiMarco\DiMaPa00,FB,26,2015,NFL,ATL,16,8,8,0,23.00,36.0,36.0,29.5,0,0,0,0,0,1,0,0,13,110,2,0,,,,
88,DuJuan Harris\HarrDu01,RB,27,2015,NFL,TOT,4,3,1,0,26.60,35.6,36.6,31.1,0,0,0,0,0,48,189,0,9,97,0,1,,,,
89,Andre Williams\WillAn00,RB,23,2015,NFL,NYG,16,6,10,0,34.40,35.4,35.4,34.9,0,0,0,0,0,88,257,1,1,7,0,0,,,,
90,Robert Turbin\TurbRo00,RB,25,2015,NFL,TOT,10,2,8,0,28.20,35.2,35.2,31.7,0,0,0,0,0,50,199,1,7,23,0,0,,,,
91,Fozzy Whittaker\WhitFo00,RB,26,2015,NFL,CAR,15,14,1,0,23.20,35.2,35.2,29.2,0,0,0,0,0,25,108,1,12,64,0,0,,,,
92,Cameron Artis-Payne\ArtiCa00,RB,25,2015,NFL,CAR,7,6,1,0,30.10,35.1,35.1,32.6,0,0,0,0,0,45,183,1,5,58,0,0,,,,
93,Branden Oliver\OlivBr01,RB,24,2015,NFL,SDG,8,2,6,0,22.00,35.0,35.0,28.5,0,0,0,0,0,31,108,0,13,112,0,0,,,,
94,Zach Line\LineZa01,RB,25,2015,NFL,MIN,16,11,5,0,28.50,34.5,34.5,31.5,0,0,0,0,0,6,10,2,6,95,1,0,,,,
95,Jamize Olawale\OlawJa00,FB,26,2015,NFL,RAI,14,5,9,0,25.50,34.4,34.4,29.9,0,0,0,0,0,24,110,1,9,84,0,0,,,,
96,Jonas Gray\GrayJo00,RB,25,2015,NFL,TOT,8,2,6,0,25.20,32.2,32.2,28.7,0,0,0,0,0,45,176,0,7,76,0,0,,,,
97,Terron Ward\WardTe00,RB,23,2015,NFL,ATL,13,7,6,0,22.80,31.8,31.8,27.3,0,0,0,0,0,29,95,1,9,73,0,0,,,,
98,Bruce Miller\MillBr02,RB,28,2015,NFL,SFO,16,5,11,0,20.90,30.9,30.9,25.9,0,0,0,0,0,6,14,1,10,135,0,0,,,,
99,Zac Stacy\StacZa00,RB,24,2015,NFL,NYJ,8,4,4,0,21.40,30.4,30.4,25.9,0,0,0,0,0,31,89,1,9,65,0,0,,,,
100,Taiwan Jones\JoneTa00,RB,27,2015,NFL,RAI,12,6,6,0,22.00,29.0,30.0,25.5,0,0,0,0,0,16,74,0,7,106,1,2,,,,
