,,,,,,,,,,,Fantasy,Fantasy,Fantasy,Fantasy,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,Scoring,Scoring,Scoring,Scoring
75,Robert Foster\FostRo01,WR,24,2018,NFL,BUF,13,6,7,0,72.10,99.1,108.1,85.6,0,0,0,0,0,0,0,0,27,541,3,0,,,,
76,Michael Gallup\GallMi00,WR,22,2018,NFL,DAL,16,10,6,0,64.70,97.7,97.7,81.2,0,0,0,0,0,0,0,0,33,507,2,0,,,,
77,Jarius Wright\WrigJa02,WR,28,2018,NFL,CAR,16,7,9,0,54.60,97.6,98.6,76.1,0,0,0,0,0,2,39,0,43,447,1,3,,,,
78,Albert Wilson\WilsAl02,WR,26,2018,NFL,MIA,7,4,3,0,70.78,96.8,99.8,83.8,1,1,52,1,0,8,16,0,26,391,4,0,,,,
79,Cordarrelle Patterson\PattCo00,WR,27,2018,NFL,NWE,15,10,5,0,75.50,96.5,97.5,86.0,0,0,0,0,0,42,228,1,21,247,3,1,,,,
80,Chris Conley\ConlCh00,WR,25,2018,NFL,KAN,16,12,4,0,59.40,91.4,93.4,75.4,0,0,0,0,0,0,0,0,32,334,5,2,,,,
81,Keelan Cole\ColeKe00,WR,25,2018,NFL,JAX,16,5,11,0,51.10,89.1,94.1,70.1,0,0,0,0,0,0,0,0,38,491,1,2,,,,
82,Taywan Taylor\TaylTa00,WR,23,2018,NFL,OTI,13,8,5,0,50.60,87.6,91.6,69.1,0,0,0,0,0,0,0,0,37,466,1,1,,,,
83,Marquise Goodwin\GoodMa00,WR,27,2018,NFL,SFO,11,3,8,0,64.40,87.4,90.4,75.9,0,0,0,0,0,4,9,0,23,395,4,1,,,,
84,Quincy Enunwa\EnunQu00,WR,26,2018,NFL,NYJ,11,4,7,0,48.90,86.9,87.9,67.9,0,0,0,0,0,1,0,0,38,449,1,2,,,,
85,Randall Cobb\CobbRa00,WR,28,2018,NFL,GNB,9,2,6,1,48.30,86.3,90.3,67.3,0,0,0,0,0,0,0,0,38,383,2,2,,,,
86,John Ross\RossJo00,WR,23,2018,NFL,CIN,13,4,9,0,63.90,84.9,84.9,74.4,0,0,0,0,0,4,9,0,21,210,7,0,,,,
87,Jamison Crowder\CrowJa00,WR,25,2018,NFL,WAS,9,3,6,0,53.80,82.8,82.8,68.3,0,0,0,0,0,4,30,0,29,388,2,0,,,,
88,Phillip Dorsett\DorsPh00,WR,25,2018,NFL,NWE,16,11,5,0,49.90,81.9,81.9,65.9,0,0,0,0,0,4,29,0,32,290,3,0,,,,
89,Jermaine Kearse\KearJe01,WR,28,2018,NFL,NYJ,14,3,11,0,43.20,80.1,80.1,61.6,0,0,0,0,0,0,0,0,37,371,1,0,,,,
90,Dontrelle Inman\InmaDo00,WR,29,2018,NFL,CLT,9,8,1,0,48.40,76.4,76.4,62.4,0,0,0,0,0,0,0,0,28,304,3,0,,,,
91,Demarcus Robinson\RobiDe01,WR,23,2018,NFL,KAN,16,12,4,0,52.80,74.8,74.8,63.8,0,0,0,0,0,0,0,0,22,288,4,0,,,,
92,Ryan Grant\GranRy01,WR,27,2018,NFL,CLT,14,8,6,0,39.40,74.4,74.4,56.9,0,0,0,0,0,0,0,0,35,334,1,0,,,,
93,Jakeem Grant\GranJa00,WR,25,2018,NFL,MIA,10,5,5,0,45.30,72.3,72.3,61.8,0,0,0,0,0,1,5,0,21,268,2,0,,,,
94,Tajae Sharpe\SharTa00,WR,23,2018,NFL,OTI,16,9,7,0,45.20,71.2,74.2,58.2,0,0,0,0,0,1,16,0,26,316,2,0,,,,
95,Laquon Treadwell\TreaLa00,WR,23,2018,NFL,MIN,15,7,7,1,36.20,71.2,71.2,53.7,0,0,0,0,0,0,0,0,35,302,1,0,,,,
96,Aldrick Robinson\RobiAl00,WR,29,2018,NFL,MIN,14,7,7,0,53.10,70.1,70.1,61.6,0,0,0,0,0,0,0,0,17,231,5,0,,,,
97,Ryan Switzer\SwitRy00,WR,23,2018,NFL,PIT,16,9,6,1,33.40,69.4,69.4,51.4,0,0,0,0,0,6,21,0,36,253,1,2,,,,
98,Kelvin Benjamin\BenjKe00,WR,27,2018,NFL,TOT,15,5,10,0,44.00,69.0,69.0,56.5,0,0,0,0,0,0,0,0,25,380,1,0,,,,
99,Zach Pascal\PascZa00,WR,23,2018,NFL,CLT,16,10,6,0,40.20,66.8,66.8,53.3,0,0,0,0,0,2,10,0,27,268,2,0,,,,
100,DaeSean Hamilton\HamiDa01,WR,23,2018,NFL,DEN,14,6,8,0,36.30,66.3,66.3,51.3,0,0,0,0,0,0,0,0,30,243,2,0,,,,
