,,,,,,,,,,,Fantasy,Fantasy,Fantasy,Fantasy,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,Scoring,Scoring,Scoring,Scoring
49,Carlos Hyde\HydeCa00,RB,27,2018,NFL,TOT,14,4,9,1,88.70,98.4,99.4,93.4,0,0,0,0,0,172,571,5,10,33,0,2,,,,
50,Ito Smith\SmitIt00,RB,22,2018,NFL,ATL,14,5,9,0,70.70,97.7,97.7,84.2,0,0,0,0,0,90,315,4,27,152,0,1,,,,
51,Alfred Blue\BlueAl00,RB,27,2018,NFL,HTX,16,11,5,0,77.30,97.3,97.3,87.3,0,0,0,0,0,150,499,2,20,154,0,0,,,,
52,Giovani Bernard\BernGi00,HB,26,2018,NFL,CIN,12,4,8,0,60.90,95.9,95.9,78.4,0,0,0,0,0,56,211,3,35,218,0,0,,,,
53,Javorius Allen\AlleJa01,RB,27,2018,NFL,RAV,14,8,6,0,58.60,93.6,94.6,76.1,0,0,0,0,0,41,110,3,35,196,2,1,,,,
54,Chris Thompson\ThomCh03,RB,27,2018,NFL,WAS,10,4,6,0,50.60,91.6,91.6,71.1,0,0,0,0,0,43,178,0,41,268,1,1,,,,
55,Gus Edwards\EdwaGu00,RB,23,2018,NFL,RAV,11,7,4,0,87.80,89.8,98.8,88.8,0,0,0,0,0,137,718,2,2,20,0,0,,,,
56,Jaylen Samuels\SamuJa00,RB,22,2018,NFL,PIT,14,9,5,0,63.50,89.5,92.5,76.5,0,0,0,0,0,56,256,0,26,199,3,1,,,,
57,Devontae Booker\BookDe00,RB,26,2018,NFL,DEN,16,6,10,0,49.90,87.8,88.8,68.8,0,0,0,0,0,34,183,1,38,275,0,1,,,,
58,LeGarrette Blount\BlouLe00,RB,31,2018,NFL,DET,16,6,10,0,76.80,86.5,87.5,81.5,0,0,0,0,0,154,418,5,10,67,0,2,,,,
59,Elijah McGuire\McGuEl00,RB,24,2018,NFL,NYJ,8,1,7,0,66.90,85.9,87.9,76.4,0,0,0,0,0,92,276,3,19,193,1,2,,,,
60,Jacquizz Rodgers\RodgJa00,RB,28,2018,NFL,TAM,16,5,11,0,45.00,83.0,87.0,64.0,0,0,0,0,0,33,106,1,38,304,0,1,,,,
61,Josh Adams\AdamJo03,RB,21,2018,NFL,PHI,14,8,6,0,75.00,81.9,82.9,78.4,0,0,0,0,0,120,511,3,7,58,0,1,,,,
62,Corey Clement\ClemCo00,RB,23,2018,NFL,PHI,11,6,5,0,59.50,81.1,81.1,70.1,0,0,0,0,0,68,259,2,22,192,0,4,,,,
63,Marshawn Lynch\LyncMa00,RB,32,2018,NFL,RAI,6,1,5,0,64.00,79.0,82.0,71.5,0,0,0,0,0,90,376,3,15,84,0,0,,,,
64,Spencer Ware\WareSp00,RB,26,2018,NFL,KAN,13,11,2,0,59.00,79.0,79.0,69.0,0,0,0,0,0,51,246,2,20,224,0,0,,,,
65,Chris Ivory\IvorCh00,RB,30,2018,NFL,BUF,13,4,9,0,65.00,78.0,78.0,71.5,0,0,0,0,0,115,385,1,13,205,0,1,,,,
66,Rashaad Penny\PennRa00,RB,22,2018,NFL,SEA,14,9,5,0,61.40,70.4,73.4,65.9,0,0,0,0,0,85,419,2,9,75,0,0,,,,
67,Alfred Morris\MorrAl00,RB,29,2018,NFL,SFO,12,3,9,0,60.10,68.1,72.1,64.1,0,0,0,0,0,111,428,2,8,73,0,2,,,,
68,C.J. Anderson\AndeC.00,RB,27,2018,NFL,TOT,11,8,3,0,62.50,67.4,73.4,64.9,0,0,0,0,0,67,403,2,5,41,1,0,,,,
69,Kyle Juszczyk\JuszKy00,FB,27,2018,NFL,SFO,16,4,12,0,37.40,67.4,69.4,52.4,0,0,0,0,0,8,30,0,30,324,1,2,,,,
70,Chase Edmonds\EdmoCh00,RB,22,2018,NFL,CRD,16,3,13,0,43.20,63.1,63.1,53.1,0,0,0,0,0,60,208,2,20,103,0,1,,,,
71,Kapri Bibbs\BibbKa00,RB,25,2018,NFL,TOT,12,6,6,0,45.80,61.8,61.8,53.8,0,0,0,0,0,21,103,3,16,115,1,1,,,,
72,Justin Jackson\JackJu01,RB,23,2018,NFL,SDG,13,11,2,0,46.10,61.1,61.1,53.6,0,0,0,0,0,50,206,2,15,135,0,0,,,,
73,Darren Sproles\SproDa00,RB,35,2018,NFL,PHI,6,5,1,0,46.00,61.0,61.0,53.5,0,0,0,0,0,29,120,1,15,160,2,0,,,,
74,Bilal Powell\PoweBi00,RB,29,2018,NFL,NYJ,7,3,4,0,49.30,60.3,61.3,54.8,0,0,0,0,0,80,343,0,11,110,1,2,,,,
75,Jordan Wilkins\WilkJo01,RB,24,2018,NFL,CLT,16,10,6,0,44.10,60.1,62.1,52.1,0,0,0,0,0,60,336,1,16,85,0,2,,,,
76,Zach Zenner\ZennZa00,RB,27,2018,NFL,DET,8,3,5,0,50.10,57.1,57.1,53.6,0,0,0,0,0,55,265,3,7,56,0,0,,,,
77,Kenneth Dixon\DixoKe00,RB,24,2018,NFL,RAV,6,5,1,0,48.40,54.4,58.4,51.4,0,0,0,0,0,60,333,2,6,51,0,2,,,,
78,Rex Burkhead\BurkRe00,RB,28,2018,NFL,NWE,8,4,4,0,35.70,49.7,50.7,42.7,0,0,0,0,0,57,186,0,14,131,1,2,,,,
79,Trenton Cannon\CannTr00,RB,24,2018,NFL,NYJ,16,4,12,0,32.00,48.7,48.7,40.2,0,0,0,0,0,38,113,1,17,144,0,0,,,,
80,Ty Montgomery\MontTy01,RB,25,2018,NFL,GNB,7,3,3,1,31.50,46.5,47.5,39.0,0,0,0,0,0,26,105,1,15,170,0,2,,,,
81,Wayne Gallman\GallWa00,RB,23,2018,NFL,NYG,15,5,10,0,30.60,44.5,45.5,37.5,0,0,0,0,0,51,176,1,14,89,0,2,,,,
82,Jeff Wilson\WilsJe01,RB,23,2018,NFL,SFO,6,2,4,0,32.40,44.4,46.4,38.4,0,0,0,0,0,66,266,0,12,98,0,3,,,,
83,Jay Ajayi\AjayJa00,RB,25,2018,NFL,PHI,4,1,3,0,38.40,43.4,44.4,40.9,0,0,0,0,0,45,184,3,5,20,0,1,,,,
84,James Develin\DeveJa00,FB,30,2018,NFL,NWE,16,11,5,0,30.90,42.9,42.9,36.9,0,0,0,0,0,6,8,4,12,61,0,0,,,,
85,Malcolm Brown\BrowMa03,RB,25,2018,NFL,RAM,12,11,1,0,34.40,39.4,39.4,36.9,0,0,0,0,0,43,212,0,5,52,1,0,,,,
86,Raheem Mostert\MostRa00,RB,26,2018,NFL,SFO,9,2,7,0,32.60,38.6,39.6,35.6,0,0,0,0,0,34,261,1,6,25,0,1,,,,
87,Marcus Murphy\MurpMa03,RB,27,2018,NFL,BUF,11,4,7,0,27.70,38.6,38.6,33.1,0,0,0,0,0,52,250,0,11,26,0,1,,,,
88,Kalen Ballage\BallKa00,RB,22,2018,NFL,MIA,12,3,9,0,29.20,37.7,41.7,33.2,0,0,0,0,0,36,191,1,9,56,0,1,,,,
89,Rod Smith\SmitRo06,RB,26,2018,NFL,DAL,16,10,6,0,25.40,33.7,33.7,29.2,0,0,0,0,0,44,127,1,9,60,0,0,,,,
90,Brandon Bolden\BoldBr00,RB,28,2018,NFL,MIA,16,7,9,0,26.40,29.4,30.4,27.9,0,0,0,0,0,8,91,2,3,13,1,1,,,,
91,Andy Janovich\JanoAn00,FB,25,2018,NFL,DEN,16,6,10,0,17.70,25.7,25.7,21.7,0,0,0,0,0,2,5,0,8,112,1,0,,,,
92,Anthony Sherman\SherAn00,FB,29,2018,NFL,KAN,16,12,4,0,16.00,23.8,23.8,19.8,0,0,0,0,0,1,2,0,8,96,1,0,,,,
93,Taquan Mizzell\MizzTa00,RB,25,2018,NFL,CHI,9,8,1,0,15.50,23.4,23.4,19.4,0,0,0,0,0,9,16,0,8,78,1,0,,,,
94,Zach Line\LineZa01,FB,28,2018,NFL,NOR,16,13,3,0,17.60,22.5,22.5,20.0,0,0,0,0,0,9,41,0,5,14,2,0,,,,
95,Ronald Jones\JoneRo01,RB,21,2018,NFL,TAM,9,2,7,0,13.80,20.7,20.7,17.2,0,0,0,0,0,23,44,1,7,33,0,0,,,,
96,C.J. Ham\HamxC.00,RB,25,2018,NFL,MIN,15,8,6,1,9.30,20.3,20.3,14.8,0,0,0,0,0,6,8,0,11,85,0,0,,,,
97,Corey Grant\GranCo00,RB,26,2018,NFL,JAX,5,3,2,0,10.70,19.7,19.7,15.2,0,0,0,0,0,13,40,0,9,67,0,0,,,,
98,Dontrell Hilliard\HillDo00,RB,23,2018,NFL,CLE,11,5,6,0,8.50,17.5,18.5,14.0,0,1,0,0,1,0,0,0,9,105,0,0,,,,
99,Cameron Artis-Payne\ArtiCa00,RB,28,2018,NFL,CAR,9,2,7,0,14.40,17.4,17.4,15.9,0,0,0,0,0,19,69,1,3,15,0,0,,,,
100,Darrel Williams\WillDa10,RB,23,2018,NFL,KAN,6,4,2,0,13.10,16.1,16.1,14.6,0,0,0,0,0,13,44,0,3,27,1,0,,,,
