,,,,,,,,,,,Fantasy,Fantasy,Fantasy,Fantasy,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,Scoring,Scoring,Scoring,Scoring
15,Jeremy Maclin\MaclJe00,WR,27,2015,NFL,KAN,15,10,5,0,156.20,243.2,253.2,199.7,0,0,0,0,0,3,14,0,87,1088,8,2,,,,
16,Michael Crabtree\CrabMi00,WR,27,2015,NFL,RAI,16,7,9,0,146.20,231.2,240.2,188.7,0,0,0,0,0,0,0,0,85,922,9,1,,,,
17,Jordan Matthews\MattJo00,WR,23,2015,NFL,PHI,16,7,9,0,145.70,230.7,243.7,188.2,0,0,0,0,0,0,0,0,85,997,8,2,,,,
18,Allen Hurns\HurnAl01,WR,23,2015,NFL,JAX,15,5,10,0,161.10,225.1,241.1,193.1,0,0,0,0,0,0,0,0,64,1031,10,2,,,,
19,Emmanuel Sanders\SandEm00,WR,28,2015,NFL,DEN,15,11,4,0,148.40,224.4,238.4,186.4,0,0,0,0,0,3,29,0,76,1135,6,2,,,,
20,Sammy Watkins\WatkSa00,WR,22,2015,NFL,BUF,13,7,6,0,158.80,218.8,233.8,188.8,0,0,0,0,0,1,1,0,60,1047,9,0,,,,
21,Amari Cooper\CoopAm00,WR,21,2015,NFL,RAI,16,7,9,0,140.70,212.7,228.7,176.7,0,0,0,0,0,3,-3,0,72,1070,6,1,,,,
22,T.Y. Hilton\HiltT.00,WR,25,2015,NFL,CLT,16,8,8,0,142.40,211.4,217.4,176.9,0,0,0,0,0,0,0,0,69,1124,5,1,,,,
23,Mike Evans\EvanMi00,WR,22,2015,NFL,TAM,15,6,9,0,136.60,210.6,226.6,173.6,0,0,0,0,0,0,0,0,74,1206,3,1,,,,
24,Golden Tate\TateGo00,WR,27,2015,NFL,DET,16,7,9,0,119.40,209.4,210.4,164.4,0,0,0,0,0,6,41,0,90,813,6,1,,,,
25,John Brown\BrowJo02,WR,25,2015,NFL,CRD,15,12,3,0,142.50,207.5,214.5,175.0,0,0,0,0,0,3,22,0,65,1003,7,1,,,,
26,Randall Cobb\CobbRa00,WR,25,2015,NFL,GNB,16,10,6,0,123.90,202.9,211.9,169.4,0,0,0,0,0,13,50,0,79,829,6,1,,,,
27,Tavon Austin\AustTa00,WR,25,2015,NFL,RAM,16,7,9,0,146.70,198.7,200.7,172.7,0,0,0,0,0,52,434,4,52,473,5,2,,,,
28,Travis Benjamin\BenjTr00,WR,25,2015,NFL,CLE,16,3,13,0,129.80,197.8,208.8,163.8,0,0,0,0,0,4,12,0,68,966,5,3,,,,
29,Kamar Aiken\AikeKa00,WR,26,2015,NFL,RAV,16,5,11,0,122.50,197.4,201.4,159.9,0,0,0,0,0,0,0,0,75,944,5,1,,,,
30,James Jones\JoneJa04,WR,31,2015,NFL,GNB,16,10,6,0,141.00,191.0,200.0,166.0,0,0,0,0,0,0,0,0,50,890,8,1,,,,
31,Pierre Garcon\GarcPi00,WR,29,2015,NFL,WAS,16,9,7,0,113.70,185.7,185.7,149.7,0,0,0,0,0,0,0,0,72,777,6,0,,,,
32,Rueben Randle\RandRu00,WR,24,2015,NFL,NYG,16,6,10,0,127.70,184.7,187.7,156.2,0,0,0,0,0,0,0,0,57,797,8,0,,,,
33,Ted Ginn\GinnTe00,WR,30,2015,NFL,CAR,15,14,1,0,139.90,183.9,186.9,161.9,0,0,0,0,0,4,60,0,44,739,10,0,,,,
34,Willie Snead\SneaWi00,WR,22,2015,NFL,NOR,15,7,8,0,114.40,183.4,190.4,148.9,0,0,0,0,0,0,0,0,69,984,3,2,,,,
35,Marvin Jones\JoneMa02,WR,25,2015,NFL,CIN,16,12,4,0,108.90,173.9,173.9,141.4,0,0,0,0,0,5,33,0,65,816,4,0,,,,
36,Donte Moncrief\MoncDo00,WR,22,2015,NFL,CLT,16,8,8,0,109.50,173.3,179.3,141.3,0,0,0,0,0,0,0,0,64,733,6,0,,,,
37,Michael Floyd\FloyMi00,WR,25,2015,NFL,CRD,15,12,3,0,120.90,172.9,187.9,146.9,0,0,0,0,0,0,0,0,52,849,6,0,,,,
38,Julian Edelman\EdelJu00,WR,29,2015,NFL,NWE,9,9,0,0,111.50,172.5,176.5,142.0,0,0,0,0,0,3,23,0,61,692,7,1,,,,
39,Martavis Bryant\BryaMa00,WR,23,2015,NFL,PIT,11,7,4,0,120.20,170.2,180.2,145.2,0,0,0,0,0,5,37,1,50,765,6,1,,,,
40,Anquan Boldin\BoldAn00,WR,34,2015,NFL,SFO,14,4,10,0,100.90,169.9,176.9,135.4,0,0,0,0,0,0,0,0,69,789,4,1,,,,
41,Tyler Lockett\LockTy00,WR,22,2015,NFL,SEA,16,10,6,0,108.40,165.4,169.4,139.9,0,0,0,0,0,5,20,0,51,664,6,1,,,,
42,Keenan Allen\AlleKe00,WR,23,2015,NFL,SDG,8,2,6,0,94.50,161.5,171.5,128.0,0,0,0,0,0,0,0,0,67,725,4,1,,,,
43,Alshon Jeffery\JeffAl00,WR,25,2015,NFL,CHI,9,3,6,0,104.70,158.7,170.7,131.7,0,0,0,0,0,0,0,0,54,807,4,1,,,,
44,Terrance Williams\WillTe01,WR,26,2015,NFL,DAL,16,4,12,0,102.00,154.0,157.0,128.0,0,0,0,0,0,0,0,0,52,840,3,0,,,,
45,Markus Wheaton\WheaMa00,WR,24,2015,NFL,PIT,16,10,6,0,107.10,150.9,153.9,128.9,0,0,0,0,0,0,0,0,44,749,5,0,,,,
46,Stefon Diggs\DiggSt00,WR,21,2015,NFL,MIN,13,9,4,0,97.30,149.3,155.3,123.3,0,0,0,0,0,3,13,0,52,720,4,2,,,,
47,Danny Amendola\AmenDa00,WR,29,2015,NFL,NWE,14,12,2,0,83.34,148.3,155.3,115.8,1,1,36,0,0,2,11,0,65,648,3,1,,,,
48,Jermaine Kearse\KearJe01,WR,25,2015,NFL,SEA,16,10,6,0,98.50,147.5,150.5,123.0,0,0,0,0,0,0,0,0,49,685,5,1,,,,
49,Nate Washington\WashNa00,WR,32,2015,NFL,HTX,14,8,6,0,89.80,136.8,142.8,113.3,0,0,0,0,0,0,0,0,47,658,4,0,,,,
50,Jamison Crowder\CrowJa00,WR,22,2015,NFL,WAS,16,9,7,0,74.60,133.6,137.6,104.1,0,1,0,0,0,2,2,0,59,604,2,4,,,,
51,Rishard Matthews\MattRi00,WR,25,2015,NFL,MIA,11,4,7,0,90.60,133.6,139.6,112.1,0,0,0,0,0,1,4,0,43,662,4,0,,,,
52,Cole Beasley\BeasCo00,WR,26,2015,NFL,DAL,16,4,12,0,79.60,131.6,136.6,105.6,0,0,0,0,0,0,0,0,52,536,5,2,,,,
53,Steve Smith\SmitSt01,WR,36,2015,NFL,RAV,7,2,5,0,85.00,131.0,140.0,108.0,0,0,0,0,0,0,0,0,46,670,3,0,,,,
54,Torrey Smith\SmitTo02,WR,26,2015,NFL,SFO,16,5,11,0,92.30,125.3,128.3,108.8,0,0,0,0,0,0,0,0,33,663,4,0,,,,
55,Kenny Britt\BritKe00,WR,26,2015,NFL,RAM,16,7,9,0,86.10,122.1,125.1,104.1,0,0,0,0,0,0,0,0,36,681,3,0,,,,
56,Marques Colston\ColsMa00,WR,32,2015,NFL,NOR,13,4,9,0,76.00,121.0,124.0,98.5,0,0,0,0,0,0,0,0,45,520,4,0,,,,
57,Robert Woods\WoodRo02,WR,23,2015,NFL,BUF,14,6,8,0,71.20,118.2,122.2,94.7,0,0,0,0,0,1,0,0,47,552,3,2,,,,
58,Andre Johnson\JohnAn02,WR,34,2015,NFL,CLT,16,8,8,0,74.30,115.3,115.3,94.8,0,0,0,0,0,0,0,0,41,503,4,0,,,,
59,Dorial Green-Beckham\GreeDo00,WR,22,2015,NFL,OTI,16,3,13,0,80.90,112.9,118.9,96.9,0,0,0,0,0,0,0,0,32,549,4,0,,,,
60,Dwayne Harris\HarrDw00,WR,27,2015,NFL,NYG,15,6,9,0,76.80,112.8,112.8,94.8,0,0,0,0,0,2,12,0,36,396,4,3,,,,
61,Steve Johnson\JohnSt00,WR,28,2015,NFL,SDG,10,3,7,0,67.70,112.7,112.7,90.2,0,0,0,0,0,0,0,0,45,497,3,1,,,,
62,Seth Roberts\RobeSe00,WR,24,2015,NFL,RAI,16,7,9,0,80.00,112.0,115.0,96.0,0,0,0,0,0,0,0,0,32,480,5,0,,,,
63,Brian Hartline\HartBr00,WR,28,2015,NFL,CLE,12,3,9,0,64.30,110.3,113.3,87.3,0,0,0,0,0,0,0,0,46,523,2,1,,,,
64,Cecil Shorts\ShorCe00,WR,27,2015,NFL,HTX,11,6,5,0,67.94,109.9,110.9,88.9,1,1,21,1,0,10,47,0,42,484,2,2,,,,
65,Vincent Jackson\JackVi00,WR,32,2015,NFL,TAM,10,4,6,0,74.30,107.3,110.3,90.8,0,0,0,0,0,0,0,0,33,543,3,0,,,,
66,Jerricho Cotchery\CotcJe00,WR,33,2015,NFL,CAR,14,13,1,0,68.10,107.1,107.1,87.6,0,0,0,0,0,1,16,0,39,485,3,0,,,,
67,Davante Adams\AdamDa01,WR,22,2015,NFL,GNB,13,7,6,0,56.30,106.3,106.3,81.3,0,0,0,0,0,0,0,0,50,483,1,0,,,,
68,Devin Funchess\FuncDe00,WR,21,2015,NFL,CAR,16,15,1,0,75.30,106.3,110.3,90.8,0,0,0,0,0,0,0,0,31,473,5,1,,,,
69,DeSean Jackson\JackDe00,WR,28,2015,NFL,WAS,10,6,4,0,74.80,104.8,108.8,89.8,0,0,0,0,0,0,0,0,30,528,4,1,,,,
70,Corey Brown\BrowPh00,WR,23,2015,NFL,CAR,14,13,1,0,72.50,103.5,103.5,88.0,0,0,0,0,0,6,38,0,31,447,4,0,,,,
71,Malcom Floyd\FloyMa00,WR,34,2015,NFL,SDG,15,4,11,0,72.10,102.1,103.1,87.1,0,0,0,0,0,0,0,0,30,561,3,1,,,,
72,Dontrelle Inman\InmaDo00,WR,26,2015,NFL,SDG,14,3,11,0,64.60,99.6,100.6,82.1,0,0,0,0,0,0,0,0,35,486,3,2,,,,
73,Roddy White\WhitRo00,WR,33,2015,NFL,ATL,16,8,8,0,56.60,99.6,99.6,78.1,0,0,0,0,0,0,0,0,43,506,1,0,,,,
74,Mike Wallace\WallMi00,WR,29,2015,NFL,MIN,16,11,5,0,59.90,98.9,98.9,79.4,0,0,0,0,0,1,6,0,39,473,2,0,,,,
75,Kendall Wright\WrigKe01,WR,25,2015,NFL,OTI,10,2,8,0,60.50,96.5,99.5,78.5,0,0,0,0,0,5,17,0,36,408,3,0,,,,
76,Albert Wilson\WilsAl02,WR,23,2015,NFL,KAN,14,11,3,0,59.70,94.7,94.7,77.2,0,0,0,0,0,5,26,0,35,451,2,0,,,,
77,Chris Hogan\HogaCh00,WR,27,2015,NFL,BUF,16,8,8,0,57.56,93.6,93.6,75.6,1,1,4,0,0,1,4,0,36,450,2,0,,,,
78,DeVante Parker\ParkDe01,WR,22,2015,NFL,MIA,15,6,9,0,67.40,93.4,96.4,80.4,0,0,0,0,0,0,0,0,26,494,3,0,,,,
79,Mohamed Sanu\SanuMo00,WR,26,2015,NFL,CIN,16,12,4,0,58.50,91.5,91.5,75.0,0,0,0,0,0,10,71,2,33,394,0,2,,,,
80,Brandon LaFell\LaFeBr00,WR,28,2015,NFL,NWE,11,7,4,0,52.40,89.4,92.4,70.9,0,0,0,0,0,2,9,0,37,515,0,0,,,,
81,Dez Bryant\BryaDe01,WR,26,2015,NFL,DAL,9,3,6,0,58.10,89.1,92.1,73.6,0,0,0,0,0,0,0,0,31,401,3,0,,,,
82,Kenny Stills\StilKe00,WR,23,2015,NFL,MIA,16,6,10,0,62.00,89.0,89.0,75.5,0,0,0,0,0,0,0,0,27,440,3,0,,,,
83,Brandon Coleman\ColeBr00,WR,23,2015,NFL,NOR,16,7,9,0,57.40,87.4,87.4,72.4,0,0,0,0,0,0,0,0,30,454,2,0,,,,
84,Harry Douglas\DougHa00,WR,30,2015,NFL,OTI,14,3,11,0,50.50,86.5,87.5,68.5,0,0,0,0,0,1,-6,0,36,411,2,2,,,,
85,Lance Moore\MoorLa00,WR,32,2015,NFL,DET,14,7,7,0,55.70,84.7,88.7,70.2,0,0,0,0,0,0,0,0,29,337,4,1,,,,
86,Marquess Wilson\WilsMa02,WR,22,2015,NFL,CHI,11,5,6,0,52.40,80.4,83.4,66.4,0,0,0,0,0,0,0,0,28,464,1,0,,,,
87,Jarius Wright\WrigJa02,WR,25,2015,NFL,MIN,16,11,5,0,45.10,79.1,80.1,62.1,0,0,0,0,0,1,29,0,34,442,0,1,,,,
88,Leonard Hankerson\HankLe00,WR,27,2015,NFL,TOT,10,8,2,0,50.70,76.7,79.7,63.7,0,0,0,0,0,0,0,0,26,327,3,0,,,,
89,Josh Huff\HuffJo00,WR,23,2015,NFL,PHI,15,6,9,0,49.20,76.2,76.2,62.7,0,0,0,0,0,0,0,0,27,312,3,0,,,,
90,Quinton Patton\PattQu00,WR,25,2015,NFL,SFO,16,5,11,0,45.90,75.9,75.9,60.9,0,0,0,0,0,1,5,0,30,394,1,0,,,,
91,Bryan Walters\WaltBr00,WR,27,2015,NFL,JAX,11,3,8,0,42.80,74.8,74.8,58.8,0,1,0,0,0,0,0,0,32,368,1,0,,,,
92,Jeremy Butler\ButlJe01,WR,24,2015,NFL,RAV,8,3,5,0,36.30,67.3,67.3,51.8,0,0,0,0,0,0,0,0,31,363,0,1,,,,
93,Eddie Royal\RoyaEd00,WR,29,2015,NFL,CHI,9,2,7,0,29.70,66.7,66.7,48.2,0,0,0,0,0,1,-1,0,37,238,1,0,,,,
94,Riley Cooper\CoopRi00,WR,28,2015,NFL,PHI,16,7,9,0,44.70,65.7,65.7,55.2,0,0,0,0,0,0,0,0,21,327,2,0,,,,
95,Darrius Heyward-Bey\HeywDa00,WR,28,2015,NFL,PIT,16,10,6,0,43.40,64.4,64.4,53.9,0,0,0,0,0,0,0,0,21,314,2,0,,,,
96,Chris Givens\GiveCh00,WR,25,2015,NFL,TOT,15,5,10,0,43.10,63.1,63.1,53.1,0,0,0,0,0,4,18,0,20,353,1,0,,,,
97,Ryan Grant\GranRy01,WR,24,2015,NFL,WAS,16,9,7,0,38.80,61.8,61.8,50.3,0,0,0,0,0,0,0,0,23,268,2,0,,,,
98,Keshawn Martin\MartKe01,WR,25,2015,NFL,NWE,9,5,4,0,37.50,61.5,62.5,49.5,0,0,0,0,0,1,6,0,24,269,2,1,,,,
99,Adam Humphries\HumpAd00,WR,22,2015,NFL,TAM,13,5,8,0,32.00,59.0,59.0,45.5,0,0,0,0,0,0,0,0,27,260,1,0,,,,
100,Andre Holmes\HolmAn00,WR,27,2015,NFL,RAI,16,7,9,0,44.10,58.1,58.1,51.1,0,0,0,0,0,0,0,0,14,201,4,0,,,,
