,,,,,,,,,,,Fantasy,Fantasy,Fantasy,Fantasy,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,Scoring,Scoring,Scoring,Scoring
10,Jason Witten\WittJa00,TE,33,2015,NFL,DAL,16,4,12,0,87.30,164.3,165.3,125.8,0,0,0,0,0,0,0,0,77,713,3,1,,,,
11,Richard Rodgers\RodgRi00,TE,23,2015,NFL,GNB,16,10,6,0,102.10,160.1,163.1,131.1,0,0,0,0,0,1,11,0,58,510,8,0,,,,
12,Antonio Gates\GateAn00,TE,35,2015,NFL,SDG,11,2,9,0,93.00,149.0,149.0,121.0,0,0,0,0,0,0,0,0,56,630,5,0,,,,
13,Eric Ebron\EbroEr00,TE,22,2015,NFL,DET,14,6,8,0,83.70,130.7,130.7,107.2,0,0,0,0,0,0,0,0,47,537,5,0,,,,
14,Jacob Tamme\TammJa00,TE,30,2015,NFL,ATL,15,7,8,0,71.70,130.7,133.7,101.2,0,0,0,0,0,0,0,0,59,657,1,0,,,,
15,Kyle Rudolph\RudoKy00,TE,25,2015,NFL,MIN,16,11,5,0,79.50,128.5,131.5,104.0,0,0,0,0,0,0,0,0,49,495,5,0,,,,
16,Heath Miller\MillHe00,TE,32,2015,NFL,PIT,15,9,6,0,67.70,127.7,130.7,97.7,0,0,0,0,0,1,2,0,60,535,2,0,,,,
17,Coby Fleener\FleeCo00,TE,26,2015,NFL,CLT,16,8,8,0,69.10,123.1,123.1,96.1,0,0,0,0,0,0,0,0,54,491,3,0,,,,
18,Charles Clay\ClayCh00,TE,26,2015,NFL,BUF,13,6,7,0,70.80,121.8,124.8,96.3,0,0,0,0,0,0,0,0,51,528,3,1,,,,
19,Julius Thomas\ThomJu00,TE,27,2015,NFL,JAX,12,4,8,0,75.50,121.5,124.5,98.5,0,0,0,0,0,0,0,0,46,455,5,0,,,,
20,Jimmy Graham\GrahJi00,TE,28,2015,NFL,SEA,11,6,5,0,72.50,120.5,123.5,96.5,0,0,0,0,0,0,0,0,48,605,2,0,,,,
21,Owen Daniels\DaniOw00,TE,32,2015,NFL,DEN,16,12,4,0,69.70,115.7,118.7,92.7,0,0,0,0,0,0,0,0,46,517,3,0,,,,
22,Martellus Bennett\BennMa00,TE,28,2015,NFL,CHI,11,4,7,0,61.90,114.9,114.9,88.4,0,0,0,0,0,0,0,0,53,439,3,2,,,,
23,Ladarius Green\GreeLa00,TE,25,2015,NFL,SDG,13,4,9,0,70.90,107.9,107.9,89.4,0,0,0,0,0,0,0,0,37,429,4,0,,,,
24,Zach Miller\MillZa02,TE,30,2015,NFL,CHI,15,6,9,0,73.90,107.9,110.9,90.9,0,0,0,0,0,0,0,0,34,439,5,0,,,,
25,Will Tye\TyexWi00,TE,23,2015,NFL,NYG,13,5,8,0,62.40,104.4,105.4,83.4,0,0,0,0,0,0,0,0,42,464,3,1,,,,
26,Crockett Gillmore\GillCr00,TE,23,2015,NFL,RAV,10,3,7,0,65.20,98.2,101.2,81.7,0,0,0,0,0,0,0,0,33,412,4,0,,,,
27,Jordan Cameron\CameJo00,TE,27,2015,NFL,MIA,16,6,10,0,56.60,91.6,91.6,74.1,0,0,0,0,0,0,0,0,35,386,3,1,,,,
28,Jared Cook\CookJa02,TE,28,2015,NFL,RAM,16,7,9,0,48.10,87.1,88.1,67.6,0,0,0,0,0,0,0,0,39,481,0,2,,,,
29,Brent Celek\CeleBr00,TE,30,2015,NFL,PHI,16,7,9,0,57.80,84.8,87.8,71.3,0,0,0,0,0,0,0,0,27,398,3,1,,,,
30,Vance McDonald\McDoVa00,TE,25,2015,NFL,SFO,14,5,9,0,50.60,80.6,80.6,65.6,0,0,0,0,0,0,0,0,30,326,3,2,,,,
31,Clive Walford\WalfCl00,TE,23,2015,NFL,RAI,16,7,9,0,50.90,78.9,78.9,64.9,0,0,0,0,0,0,0,0,28,329,3,0,,,,
32,Austin Seferian-Jenkins\SefeAu00,TE,22,2015,NFL,TAM,7,2,5,0,57.80,78.8,81.8,68.3,0,0,0,0,0,0,0,0,21,338,4,0,,,,
33,Vernon Davis\DaviVe00,TE,31,2015,NFL,TOT,15,7,8,0,39.50,77.5,77.5,58.5,0,0,0,0,0,0,0,0,38,395,0,0,,,,
34,Scott Chandler\ChanSc00,TE,30,2015,NFL,NWE,15,11,4,0,49.90,72.9,72.9,61.4,0,0,0,0,0,0,0,0,23,259,4,0,,,,
35,Darren Fells\FellDa01,TE,29,2015,NFL,CRD,14,11,3,0,49.10,70.1,70.1,59.6,0,0,0,0,0,0,0,0,21,311,3,0,,,,
36,Cameron Brate\BratCa00,TE,24,2015,NFL,TAM,14,5,9,0,46.80,69.8,69.8,58.3,0,0,0,0,0,0,0,0,23,288,3,0,,,,
37,Anthony Fasano\FasaAn00,TE,31,2015,NFL,OTI,16,3,13,0,40.90,66.9,66.9,53.9,0,0,0,0,0,0,0,0,26,289,2,0,,,,
38,Mychal Rivera\RiveMy00,TE,25,2015,NFL,RAI,16,7,9,0,34.00,66.0,66.0,50.0,0,0,0,0,0,0,0,0,32,280,1,2,,,,
39,Maxx Williams\WillMa04,TE,21,2015,NFL,RAV,14,5,9,0,32.80,64.8,64.8,48.8,0,0,0,0,0,0,0,0,32,268,1,1,,,,
40,Larry Donnell\DonnLa00,TE,26,2015,NFL,NYG,8,4,4,0,34.30,63.3,63.3,48.8,0,0,0,0,0,0,0,0,29,223,2,0,,,,
41,Lance Kendricks\KendLa00,TE,27,2015,NFL,RAM,15,6,9,0,36.50,61.5,61.5,49.0,0,0,0,0,0,0,0,0,25,245,2,0,,,,
42,Ryan Griffin\GrifRy00,TE,25,2015,NFL,HTX,9,6,3,0,37.10,57.1,57.1,47.1,0,0,0,0,0,0,0,0,20,251,2,0,,,,
43,Garrett Celek\CeleGa00,TE,27,2015,NFL,SFO,11,3,8,0,36.60,55.6,55.6,46.1,0,0,0,0,0,0,0,0,19,186,3,0,,,,
44,Jermaine Gresham\GresJe00,TE,27,2015,NFL,CRD,15,12,3,0,28.30,46.3,46.3,37.3,0,0,0,0,0,0,0,0,18,223,1,0,,,,
45,Luke Willson\WillLu00,TE,25,2015,NFL,SEA,14,8,6,0,27.30,44.3,44.3,35.8,0,0,0,0,0,0,0,0,17,213,1,0,,,,
46,Ed Dickson\DickEd00,TE,28,2015,NFL,CAR,16,15,1,0,24.10,41.1,47.1,38.6,0,0,0,0,0,0,0,0,17,121,2,0,,,,
47,Josh Hill\HillJo02,TE,25,2015,NFL,NOR,16,7,9,0,24.00,40.0,40.0,32.0,0,0,0,0,0,0,0,0,16,120,2,0,,,,
48,Marcedes Lewis\LewiMa00,TE,31,2015,NFL,JAX,16,5,11,0,22.60,38.6,38.6,30.6,0,0,0,0,0,0,0,0,16,226,0,0,,,,
49,C.J. Fiedorowicz\FiedC.00,TE,23,2015,NFL,HTX,16,9,7,0,20.70,37.7,38.7,29.2,0,0,0,0,0,0,0,0,17,167,1,1,,,,
50,Derek Carrier\CarrDe00,TE,25,2015,NFL,WAS,12,6,6,0,20.10,37.1,37.1,28.6,0,0,0,0,0,0,0,0,17,141,1,0,,,,
51,Clay Harbor\HarbCl00,TE,28,2015,NFL,JAX,15,4,11,0,22.90,36.9,36.9,29.9,0,0,0,0,0,0,0,0,14,149,1,0,,,,
52,Craig Stevens\StevCr00,TE,31,2015,NFL,OTI,16,3,13,0,24.10,36.1,36.1,30.1,0,0,0,0,0,0,0,0,12,121,2,0,,,,
53,Nick Boyle\BoylNi00,TE,22,2015,NFL,RAV,11,3,8,0,17.30,35.3,35.3,26.3,0,0,0,0,0,0,0,0,18,153,0,0,,,,
54,Virgil Green\GreeVi00,TE,27,2015,NFL,DEN,16,12,4,0,23.30,35.3,35.3,29.3,0,0,0,0,0,0,0,0,12,173,1,0,,,,
55,Dion Sims\SimsDi00,TE,24,2015,NFL,MIA,13,6,7,0,17.10,34.7,35.7,25.7,0,0,0,0,0,0,0,0,18,127,1,1,,,,
56,Michael Hoomanawanui\HoomMi00,TE,27,2015,NFL,TOT,14,8,6,0,23.60,34.6,35.6,29.1,0,0,0,0,0,1,0,0,11,76,3,1,,,,
57,Blake Bell\BellBl00,TE,24,2015,NFL,SFO,14,5,9,0,18.60,33.6,33.6,26.1,0,0,0,0,0,0,0,0,15,186,0,0,,,,
58,Dwayne Allen\AlleDw00,TE,25,2015,NFL,CLT,13,5,8,0,17.30,33.0,33.0,25.0,0,0,0,0,0,1,1,0,16,109,1,0,,,,
59,Tyler Kroft\KrofTy00,TE,22,2015,NFL,CIN,16,12,4,0,18.90,29.9,29.9,24.4,0,0,0,0,0,0,0,0,11,129,1,0,,,,
60,Rhett Ellison\ElliRh00,TE,26,2015,NFL,MIN,15,10,5,0,18.60,29.4,29.4,23.9,0,0,0,0,0,0,0,0,11,124,1,0,,,,
61,Tim Wright\WrigTi01,TE,25,2015,NFL,DET,9,4,5,0,19.70,28.7,28.7,24.2,0,0,0,0,0,0,0,0,9,77,2,0,,,,
62,Justin Perillo\PeriJu00,TE,24,2015,NFL,GNB,9,5,4,0,16.20,27.2,27.2,21.7,0,0,0,0,0,0,0,0,11,102,1,0,,,,
63,Chris Gragg\GragCh00,TE,25,2015,NFL,BUF,13,6,7,0,15.00,27.0,27.0,21.0,0,0,0,0,0,0,0,0,12,150,0,0,,,,
64,Cooper Helfet\HelfCo00,TE,26,2015,NFL,SEA,13,9,4,0,13.00,26.0,26.0,19.5,0,0,0,0,0,0,0,0,13,130,0,0,,,,
65,Jack Doyle\DoylJa00,TE,25,2015,NFL,CLT,16,8,8,0,13.20,25.2,25.2,19.2,0,0,0,0,0,0,0,0,12,72,1,0,,,,
66,Lee Smith\SmitLe00,TE,27,2015,NFL,RAI,15,7,8,0,13.00,25.0,25.0,19.0,0,0,0,0,0,0,0,0,12,70,1,0,,,,
67,Brandon Myers\MyerBr00,TE,30,2015,NFL,TAM,11,5,6,0,12.70,24.7,24.7,18.7,0,0,0,0,0,0,0,0,12,127,0,0,,,,
68,John Phillips\PhilJo00,TE,28,2015,NFL,SDG,16,4,12,0,12.90,22.9,22.9,17.9,0,0,0,0,0,0,0,0,10,69,1,0,,,,
69,Jake Stoneburner\StonJa01,TE,26,2015,NFL,MIA,11,4,7,0,16.70,21.7,21.7,19.2,0,0,0,0,0,0,0,0,5,47,2,0,,,,
70,Jesse James\JameJe00,TE,21,2015,NFL,PIT,8,6,2,0,13.60,21.6,21.6,17.6,0,0,0,0,0,0,0,0,8,56,1,0,,,,
71,Chase Coffman\CoffCh00,TE,28,2015,NFL,TOT,2,1,1,0,13.10,21.1,21.1,17.1,0,0,0,0,0,0,0,0,8,71,1,0,,,,
72,Luke Stocker\StocLu00,TE,27,2015,NFL,TAM,14,5,9,0,12.10,21.1,21.1,16.6,0,0,0,0,0,0,0,0,9,61,1,0,,,,
73,Demetrius Harris\HarrDe03,TE,24,2015,NFL,KAN,16,11,5,0,13.40,20.4,20.4,16.9,0,0,0,0,0,0,0,0,7,74,1,0,,,,
74,Brandon Pettigrew\PettBr00,TE,30,2015,NFL,DET,8,3,5,0,12.70,19.7,19.7,16.2,0,0,0,0,0,0,0,0,7,67,1,0,,,,
75,Troy Niklas\NiklTr00,TE,22,2015,NFL,CRD,16,13,3,0,15.30,19.3,19.3,17.3,0,0,0,0,0,0,0,0,4,33,2,0,,,,
76,MyCole Pruitt\PruiMy00,TE,23,2015,NFL,MIN,16,11,5,0,8.90,18.9,18.9,13.9,0,0,0,0,0,0,0,0,10,89,0,0,,,,
77,Gavin Escobar\EscoGa00,TE,24,2015,NFL,DAL,14,4,10,0,10.60,18.4,19.4,14.4,0,0,0,0,0,0,0,0,8,64,1,1,,,,
78,James Hanna\HannJa00,TE,26,2015,NFL,DAL,14,3,11,0,7.90,16.9,16.9,12.4,0,0,0,0,0,0,0,0,9,79,0,0,,,,
79,Tony Moeaki\MoeaTo00,TE,28,2015,NFL,ATL,10,4,6,0,11.80,14.8,14.8,13.3,0,0,0,0,0,0,0,0,3,58,1,0,,,,
80,James O'Shaughnessy\O'ShJa00,TE,23,2015,NFL,KAN,7,2,5,0,8.70,14.7,14.7,11.7,0,0,0,0,0,0,0,0,6,87,0,0,,,,
81,Jerome Cunningham\CunnJe00,TE,24,2015,NFL,NYG,9,2,7,0,5.90,13.9,13.9,9.9,0,0,0,0,0,0,0,0,8,59,0,0,,,,
82,Levine Toilolo\ToilLe00,TE,24,2015,NFL,ATL,16,8,8,0,6.40,13.4,13.4,9.9,0,0,0,0,0,0,0,0,7,44,0,0,,,,
83,Garrett Graham\GrahGa00,TE,29,2015,NFL,HTX,8,3,5,0,9.00,13.0,13.0,11.0,0,0,0,0,0,0,0,0,4,30,1,0,,,,
84,Jeff Cumberland\CumbJe00,TE,28,2015,NFL,NYJ,15,9,6,0,7.70,12.7,12.7,10.2,0,0,0,0,0,0,0,0,5,77,0,0,,,,
85,Jim Dray\DrayJi00,TE,28,2015,NFL,CLE,16,3,13,0,6.10,12.1,12.1,9.1,0,0,0,0,0,0,0,0,6,61,0,0,,,,
86,Daniel Fells\FellDa00,TE,31,2015,NFL,NYG,2,1,1,0,6.00,12.0,12.0,9.0,0,0,0,0,0,0,0,0,6,60,0,0,,,,
87,Kellen Davis\DaviKe01,TE,29,2015,NFL,NYJ,16,10,6,0,7.80,10.8,10.8,9.3,0,0,0,0,0,0,0,0,3,18,1,0,,,,
88,Trey Burton\BurtTr01,TE,23,2015,NFL,PHI,16,7,9,0,5.40,8.4,8.4,6.9,0,0,0,0,0,0,0,0,3,54,0,0,,,,
89,Cory Harkey\HarkCo00,TE,25,2015,NFL,RAM,16,7,9,0,2.60,7.6,7.6,5.1,0,0,0,0,0,0,0,0,5,26,0,0,,,,
90,Rob Housler\HousRo01,TE,27,2015,NFL,TOT,10,3,7,0,3.30,7.3,7.3,5.3,0,0,0,0,0,0,0,0,4,33,0,0,,,,
91,Andrew Quarless\QuarAn00,TE,26,2015,NFL,GNB,5,3,2,0,3.10,7.1,7.1,5.1,0,0,0,0,0,0,0,0,4,31,0,0,,,,
92,Michael Williams\WillMi06,TE,25,2015,NFL,NWE,15,12,3,0,2.60,5.6,5.6,4.1,0,0,0,0,0,0,0,0,3,26,0,0,,,,
93,Matt LaCosse\LaCoMa00,TE,23,2015,NFL,NYG,2,0,2,0,2.20,5.2,5.2,3.7,0,0,0,0,0,0,0,0,3,22,0,0,,,,
94,Nick O'Leary\OLeaNi00,TE,23,2015,NFL,BUF,4,2,2,0,3.70,4.7,4.7,4.2,0,0,0,0,0,0,0,0,1,37,0,0,,,,
95,Phillip Supernaw\SupePh00,TE,25,2015,NFL,OTI,16,3,13,0,1.20,4.2,5.2,2.7,0,0,0,0,0,0,0,0,3,32,0,1,,,,
96,Matt Spaeth\SpaeMa00,TE,31,2015,NFL,PIT,13,8,5,0,1.00,3.0,3.0,2.0,0,0,0,0,0,0,0,0,2,10,0,0,,,,
97,Scott Simonson\SimoSc00,TE,23,2015,NFL,CAR,9,8,1,0,1.00,2.0,2.0,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
98,E.J. Bibbs\BibbE.00,TE,24,2015,NFL,CLE,7,1,6,0,0.70,1.7,1.7,1.2,0,0,0,0,0,0,0,0,1,7,0,0,,,,
99,Khari Lee\LeexKh00,TE,23,2015,NFL,CHI,16,6,10,0,0.70,1.7,1.7,1.2,0,0,0,0,0,0,0,0,1,7,0,0,,,,
100,Nic Jacobs\JacoNi00,TE,23,2015,NFL,JAX,11,3,8,0,0.60,1.6,1.6,1.1,0,0,0,0,0,0,0,0,1,6,0,0,,,,
