,,,,,,,,,,,Fantasy,Fantasy,Fantasy,Fantasy,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,Scoring,Scoring,Scoring,Scoring
27,DeAndre Hopkins\HopkDe00,WR,24,2016,NFL,HTX,16,9,7,0,119.40,197.4,203.4,158.4,0,0,0,0,0,0,0,0,78,954,4,0,,,,
28,Kelvin Benjamin\BenjKe00,WR,25,2016,NFL,CAR,16,6,10,0,134.10,197.1,201.1,165.6,0,0,0,0,0,0,0,0,63,941,7,1,,,,
29,Kenny Britt\BritKe00,WR,27,2016,NFL,RAM,15,4,11,0,128.20,196.2,203.2,162.2,0,0,0,0,0,0,0,0,68,1002,5,2,,,,
30,Adam Thielen\ThieAd00,WR,26,2016,NFL,MIN,16,8,8,0,126.20,195.2,205.2,160.7,0,0,0,0,0,2,15,0,69,967,5,2,,,,
31,Stefon Diggs\DiggSt00,WR,22,2016,NFL,MIN,13,6,7,0,109.30,193.3,202.3,151.3,0,0,0,0,0,3,10,0,84,903,3,0,,,,
32,Willie Snead\SneaWi00,WR,23,2016,NFL,NOR,15,7,8,0,119.50,191.5,194.5,155.5,1,1,50,1,0,0,0,0,72,895,4,2,,,,
33,Cole Beasley\BeasCo00,WR,27,2016,NFL,DAL,16,13,3,0,114.00,189.0,189.0,151.5,0,1,0,0,0,1,7,0,75,833,5,0,,,,
34,A.J. Green\GreeA.00,WR,28,2016,NFL,CIN,10,3,6,1,120.40,186.4,198.4,153.4,0,0,0,0,0,0,0,0,66,964,4,0,,,,
35,Brandon LaFell\LaFeBr00,WR,29,2016,NFL,CIN,16,6,9,1,122.00,186.0,189.0,154.0,0,0,0,0,0,1,-2,0,64,862,6,0,,,,
36,Sterling Shepard\ShepSt00,WR,23,2016,NFL,NYG,16,11,5,0,119.40,184.4,187.4,151.9,0,0,0,0,0,3,31,0,65,683,8,0,,,,
37,Steve Smith\SmitSt01,WR,37,2016,NFL,RAV,14,8,6,0,113.90,183.9,186.9,148.9,0,0,0,0,0,0,0,0,70,799,5,0,,,,
38,DeSean Jackson\JackDe00,WR,29,2016,NFL,WAS,15,7,7,1,124.50,180.5,195.5,152.5,0,0,0,0,0,0,0,0,56,1005,4,0,,,,
39,Dez Bryant\BryaDe01,WR,27,2016,NFL,DAL,13,10,3,0,130.00,180.0,190.0,155.0,1,1,10,1,0,0,0,0,50,796,8,1,,,,
40,Cameron Meredith\MereCa00,WR,24,2016,NFL,CHI,14,3,11,0,113.48,179.5,193.5,146.5,1,1,2,1,0,1,6,0,66,888,4,3,,,,
41,Marqise Lee\LeexMa00,WR,24,2016,NFL,JAX,16,3,13,0,109.40,178.4,185.4,146.9,1,1,20,1,0,6,35,0,63,851,3,1,,,,
42,Anquan Boldin\BoldAn00,WR,35,2016,NFL,DET,16,9,7,0,106.40,173.4,173.4,139.9,0,0,0,0,0,0,0,0,67,584,8,0,,,,
43,Marvin Jones\JoneMa02,WR,26,2016,NFL,DET,15,8,7,0,117.30,172.3,178.3,144.8,0,0,0,0,0,1,3,0,55,930,4,0,,,,
44,Jordan Matthews\MattJo00,WR,24,2016,NFL,PHI,14,6,8,0,98.40,171.4,174.4,134.9,0,0,0,0,0,0,0,0,73,804,3,1,,,,
45,Quincy Enunwa\EnunQu00,WR,24,2016,NFL,NYJ,16,5,11,0,110.90,168.9,171.9,139.9,0,0,0,0,0,1,12,0,58,857,4,0,,,,
46,Kenny Stills\StilKe00,WR,24,2016,NFL,MIA,16,10,6,0,126.60,168.6,171.6,147.6,0,0,0,0,0,0,0,0,42,726,9,0,,,,
47,Dontrelle Inman\InmaDo00,WR,27,2016,NFL,SDG,16,5,11,0,105.00,163.0,169.0,134.0,0,0,0,0,0,0,0,0,58,810,4,0,,,,
48,Ted Ginn\GinnTe00,WR,31,2016,NFL,CAR,16,6,10,0,105.00,159.0,164.0,132.0,0,0,0,0,0,14,98,0,54,752,4,3,,,,
49,Brandon Marshall\MarsBr00,WR,32,2016,NFL,NYJ,15,4,11,0,96.80,155.8,161.8,126.3,0,0,0,0,0,0,0,0,59,788,3,0,,,,
50,DeVante Parker\ParkDe01,WR,23,2016,NFL,MIA,15,10,5,0,98.40,154.4,160.4,126.4,0,0,0,0,0,0,0,0,56,744,4,0,,,,
51,Mohamed Sanu\SanuMo00,WR,27,2016,NFL,ATL,15,10,5,0,89.80,148.8,149.8,119.3,0,0,0,0,0,1,5,0,59,653,4,1,,,,
52,Randall Cobb\CobbRa00,WR,26,2016,NFL,GNB,13,8,5,0,88.30,148.3,151.3,118.3,0,0,0,0,0,10,33,0,60,610,4,1,,,,
53,Tavon Austin\AustTa00,WR,26,2016,NFL,RAM,15,4,11,0,88.80,146.8,147.8,117.8,0,0,0,0,0,28,159,1,58,509,3,5,,,,
54,Jeremy Kerley\KerlJe00,WR,27,2016,NFL,SFO,16,2,14,0,82.70,146.7,150.7,114.7,0,0,0,0,0,0,0,0,64,667,3,4,,,,
55,Alshon Jeffery\JeffAl00,WR,26,2016,NFL,CHI,12,2,10,0,94.10,146.1,149.1,120.1,0,0,0,0,0,0,0,0,52,821,2,0,,,,
56,Ty Montgomery\MontTy01,WR,23,2016,NFL,GNB,15,10,5,0,96.60,140.5,144.5,118.5,0,0,0,0,0,77,457,3,44,348,0,2,,,,
57,Taylor Gabriel\GabrTa00,WR,25,2016,NFL,ATL,13,10,3,0,105.00,140.0,140.0,122.5,0,0,0,0,0,4,51,1,35,579,6,0,,,,
58,JJ Nelson\NelsJJ00,WR,24,2016,NFL,CRD,15,6,8,1,105.10,139.1,143.1,122.1,0,0,0,0,0,4,83,1,34,568,6,1,,,,
59,Adam Humphries\HumpAd00,WR,23,2016,NFL,TAM,15,8,7,0,78.00,133.0,136.0,105.5,0,0,0,0,0,5,18,0,55,622,2,3,,,,
60,Travis Benjamin\BenjTr00,WR,26,2016,NFL,SDG,14,5,9,0,85.60,132.4,141.4,108.9,0,1,0,0,0,2,-3,0,47,677,4,5,,,,
61,Chris Hogan\HogaCh00,WR,28,2016,NFL,NWE,15,13,2,0,90.90,128.9,135.9,109.9,0,0,0,0,0,3,9,0,38,680,4,1,,,,
62,Will Fuller\FullWi01,WR,22,2016,NFL,HTX,14,7,7,0,81.20,128.2,134.2,104.7,0,0,0,0,0,1,-3,0,47,635,2,2,,,,
63,Eli Rogers\RogeEl00,TE,23,2016,NFL,PIT,13,9,4,0,78.00,126.0,129.0,102.0,0,0,0,0,0,1,6,0,48,594,3,1,,,,
64,Terrance Williams\WillTe01,WR,27,2016,NFL,DAL,16,13,3,0,81.40,125.4,126.4,103.4,0,0,0,0,0,0,0,0,44,594,4,1,,,,
65,Tyler Boyd\BoydTy00,WR,21,2016,NFL,CIN,16,6,9,1,70.10,124.1,125.1,97.1,0,0,0,0,0,4,58,0,54,603,1,1,,,,
66,Tyler Lockett\LockTy00,WR,23,2016,NFL,SEA,15,9,5,1,83.10,124.1,127.1,103.6,0,0,0,0,0,6,114,1,41,597,1,0,,,,
67,Cordarrelle Patterson\PattCo00,WR,25,2016,NFL,MIN,16,8,8,0,67.80,119.6,119.6,93.6,0,0,0,0,0,7,43,0,52,453,2,2,,,,
68,Robert Woods\WoodRo02,WR,24,2016,NFL,BUF,13,6,7,0,67.90,118.9,121.9,93.4,0,0,0,0,0,1,6,0,51,613,1,0,,,,
69,Michael Floyd\FloyMi00,WR,26,2016,NFL,TOT,15,7,7,1,78.80,115.8,118.8,97.3,0,0,0,0,0,0,0,0,37,488,5,0,,,,
70,Brian Quick\QuicBr00,WR,27,2016,NFL,RAM,16,4,12,0,74.40,115.4,115.4,94.9,0,0,0,0,0,0,0,0,41,564,3,0,,,,
71,Robby Anderson\AndeRo04,WR,23,2016,NFL,NYJ,16,5,11,0,72.90,114.9,115.9,93.9,0,0,0,0,0,3,42,0,42,587,2,1,,,,
72,Seth Roberts\RobeSe00,WR,25,2016,NFL,RAI,16,12,4,0,73.70,111.7,111.7,92.7,0,0,0,0,0,0,0,0,38,397,5,0,,,,
73,Jeremy Maclin\MaclJe00,WR,28,2016,NFL,KAN,12,9,3,0,65.50,109.5,109.5,87.5,0,1,0,0,0,1,-1,0,44,536,2,0,,,,
74,Tajae Sharpe\SharTa00,WR,21,2016,NFL,OTI,16,9,7,0,64.30,105.3,105.3,84.8,0,0,0,0,0,1,1,0,41,522,2,0,,,,
75,John Brown\BrowJo02,WR,26,2016,NFL,CRD,15,7,8,0,64.70,103.7,106.7,84.2,0,0,0,0,0,1,10,0,39,517,2,1,,,,
76,Donte Moncrief\MoncDo00,WR,23,2016,NFL,CLT,9,3,6,0,72.60,102.6,102.6,87.6,0,0,0,0,0,1,-1,0,30,307,7,0,,,,
77,Victor Cruz\CruzVi00,WR,29,2016,NFL,NYG,15,10,5,0,62.60,101.6,102.6,82.1,0,0,0,0,0,0,0,0,39,586,1,1,,,,
78,Breshad Perriman\PerrBr02,WR,23,2016,NFL,RAV,16,8,8,0,68.10,101.1,101.1,84.6,0,0,0,0,0,1,2,0,33,499,3,0,,,,
79,Allen Hurns\HurnAl01,WR,24,2016,NFL,JAX,11,2,9,0,65.70,100.7,100.7,83.2,0,0,0,0,0,0,0,0,35,477,3,1,,,,
80,Phillip Dorsett\DorsPh00,WR,23,2016,NFL,CLT,15,7,8,0,65.80,98.8,98.8,82.3,0,0,0,0,0,2,10,0,33,528,2,1,,,,
81,Jermaine Kearse\KearJe01,WR,26,2016,NFL,SEA,16,10,5,1,57.00,98.0,98.0,77.5,0,0,0,0,0,0,0,0,41,510,1,0,,,,
82,Chris Conley\ConlCh00,WR,23,2016,NFL,KAN,16,12,4,0,53.00,97.0,97.0,75.0,0,0,0,0,0,0,0,0,44,530,0,1,,,,
83,Malcolm Mitchell\MitcMa01,WR,24,2016,NFL,NWE,14,12,2,0,64.10,96.1,96.1,80.1,0,0,0,0,0,0,0,0,32,401,4,0,,,,
84,Corey Coleman\ColeCo00,WR,22,2016,NFL,CLE,10,1,9,0,60.30,93.3,96.3,76.8,0,0,0,0,0,2,10,0,33,413,3,0,,,,
85,Marquise Goodwin\GoodMa00,WR,25,2016,NFL,BUF,15,7,8,0,61.10,90.1,93.1,75.6,0,0,0,0,0,0,0,0,29,431,3,0,,,,
86,Kendall Wright\WrigKe01,WR,26,2016,NFL,OTI,11,6,5,0,61.10,90.1,93.1,75.6,0,0,0,0,0,1,15,0,29,416,3,0,,,,
87,Nelson Agholor\AghoNe00,WR,23,2016,NFL,PHI,15,7,8,0,50.00,87.9,87.9,69.9,0,0,0,0,0,5,14,0,36,365,2,1,,,,
88,Eddie Royal\RoyaEd00,WR,30,2016,NFL,CHI,9,1,8,0,55.50,87.9,90.9,71.4,0,0,0,0,0,0,0,0,33,369,2,2,,,,
89,Dorial Green-Beckham\GreeDo00,WR,23,2016,NFL,PHI,15,7,8,0,51.20,87.2,87.2,69.2,0,0,0,0,0,0,0,0,36,392,2,0,,,,
90,Devin Funchess\FuncDe00,WR,22,2016,NFL,CAR,15,6,9,0,63.10,86.1,86.1,74.6,0,0,0,0,0,0,0,0,23,371,4,0,,,,
91,Andrew Hawkins\HawkAn00,WR,30,2016,NFL,CLE,16,1,15,0,50.50,83.4,83.4,66.9,0,0,0,0,0,2,0,0,33,324,3,0,,,,
92,Sammy Watkins\WatkSa00,WR,23,2016,NFL,BUF,8,2,6,0,55.00,83.0,86.0,69.0,0,0,0,0,0,0,0,0,28,430,2,0,,,,
93,Albert Wilson\WilsAl02,WR,24,2016,NFL,KAN,16,12,4,0,50.90,81.9,81.9,66.4,0,0,0,0,0,2,50,1,31,279,2,0,,,,
94,Sammie Coates\CoatSa00,WR,23,2016,NFL,PIT,14,9,5,0,56.90,77.9,80.9,67.4,0,0,0,0,0,4,14,0,21,435,2,0,,,,
95,Quinton Patton\PattQu00,WR,26,2016,NFL,SFO,14,1,13,0,40.80,77.8,80.8,59.3,0,0,0,0,0,0,0,0,37,408,0,1,,,,
96,Brandon Coleman\ColeBr00,WR,24,2016,NFL,NOR,16,7,9,0,46.10,72.1,72.1,59.1,0,0,0,0,0,0,0,0,26,281,3,0,,,,
97,Russell Shepard\ShepRu00,WR,25,2016,NFL,TAM,14,8,6,0,47.00,70.0,70.0,58.5,0,0,0,0,0,1,9,0,23,341,2,0,,,,
98,Danny Amendola\AmenDa00,WR,30,2016,NFL,NWE,12,10,2,0,46.30,69.3,70.3,57.8,0,0,0,0,0,0,0,0,23,243,4,3,,,,
99,Kamar Aiken\AikeKa00,WR,27,2016,NFL,RAV,16,8,8,0,38.80,67.8,67.8,53.3,0,0,0,0,0,0,0,0,29,328,1,0,,,,
100,Justin Hardy\HardJu00,WR,24,2016,NFL,ATL,16,11,5,0,44.30,65.3,65.3,54.8,0,0,0,0,0,0,0,0,21,203,4,0,,,,
