,,,,,,,,,,,Fantasy,Fantasy,Fantasy,Fantasy,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,Scoring,Scoring,Scoring,Scoring
44,Virgil Green\GreeVi00,TE,30,2018,NFL,SDG,16,12,4,0,27.00,46.0,46.0,36.5,0,0,0,0,0,0,0,0,19,210,1,0,,,,
45,James O'Shaughnessy\O'ShJa00,TE,26,2018,NFL,JAX,14,5,9,0,21.40,45.4,45.4,33.4,0,0,0,0,0,0,0,0,24,214,0,0,,,,
46,Ed Dickson\DickEd00,TE,31,2018,NFL,SEA,10,7,3,0,33.20,45.2,45.2,39.2,0,0,0,0,0,1,9,0,12,143,3,0,,,,
47,Nick Boyle\BoylNi00,TE,25,2018,NFL,RAV,16,10,6,0,21.30,44.3,44.3,32.8,0,0,0,0,0,0,0,0,23,213,0,0,,,,
48,Luke Stocker\StocLu00,TE,30,2018,NFL,OTI,16,9,7,0,28.50,43.5,43.5,36.0,0,0,0,0,0,1,0,0,15,165,2,0,,,,
49,Lance Kendricks\KendLa00,TE,30,2018,NFL,GNB,16,6,9,1,23.00,42.0,42.0,32.5,0,0,0,0,0,0,0,0,19,170,1,0,,,,
50,Darren Fells\FellDa01,TE,32,2018,NFL,CLE,16,7,8,1,29.70,40.7,40.7,35.2,0,0,0,0,0,0,0,0,11,117,3,0,,,,
51,Josh Hill\HillJo02,TE,28,2018,NFL,NOR,16,13,3,0,24.50,40.5,40.5,32.5,0,0,0,0,0,0,0,0,16,185,1,0,,,,
52,Mike Gesicki\GesiMi00,TE,22,2018,NFL,MIA,16,7,9,0,18.20,40.2,41.2,29.2,0,0,0,0,0,0,0,0,22,202,0,1,,,,
53,Jordan Akins\AkinJo00,TE,26,2018,NFL,HTX,16,11,5,0,22.50,39.5,39.5,31.0,0,0,0,0,0,0,0,0,17,225,0,0,,,,
54,Tyler Eifert\EifeTy00,TE,28,2018,NFL,CIN,4,3,1,0,23.90,38.9,38.9,31.4,0,0,0,0,0,0,0,0,15,179,1,0,,,,
55,Charles Clay\ClayCh00,TE,29,2018,NFL,BUF,13,4,9,0,16.40,37.4,38.4,26.9,0,0,0,0,0,0,0,0,21,184,0,1,,,,
56,Maxx Williams\WillMa04,TE,24,2018,NFL,RAV,13,9,4,0,21.10,37.1,37.1,29.1,0,0,0,0,0,3,8,0,16,143,1,0,,,,
57,Michael Roberts\RobeMi01,TE,24,2018,NFL,DET,8,2,6,0,28.00,37.0,37.0,32.5,0,0,0,0,0,0,0,0,9,100,3,0,,,,
58,Will Dissly\DissWi00,TE,22,2018,NFL,SEA,4,2,2,0,27.60,35.6,38.6,31.6,0,0,0,0,0,0,0,0,8,156,2,0,,,,
59,Hayden Hurst\HursHa00,TE,25,2018,NFL,RAV,12,7,5,0,22.30,35.3,35.3,28.8,0,0,0,0,0,1,0,0,13,163,1,0,,,,
60,Lee Smith\SmitLe00,TE,30,2018,NFL,RAI,16,4,12,0,25.30,35.3,35.3,30.3,0,0,0,0,0,0,0,0,10,73,3,0,,,,
61,Erik Swoope\SwooEr00,TE,26,2018,NFL,CLT,7,2,5,0,26.70,34.7,34.7,30.7,0,0,0,0,0,0,0,0,8,87,3,0,,,,
62,Dan Arnold\ArnoDa00,TE,23,2018,NFL,NOR,10,8,2,0,21.00,33.0,33.0,27.0,0,0,0,0,0,0,0,0,12,150,1,1,,,,
63,Mo Alie-Cox\AlieMo00,TE,25,2018,NFL,CLT,9,7,2,0,25.30,32.3,32.3,28.8,0,0,0,0,0,0,0,0,7,133,2,0,,,,
64,Jordan Leggett\LeggJo00,TE,23,2018,NFL,NYJ,15,4,11,0,17.40,31.4,31.4,24.4,0,0,0,0,0,0,0,0,14,114,1,0,,,,
65,Garrett Celek\CeleGa00,TE,30,2018,NFL,SFO,15,4,11,0,21.00,26.0,26.0,23.5,0,0,0,0,0,0,0,0,5,90,2,0,,,,
66,Austin Seferian-Jenkins\SefeAu00,TE,25,2018,NFL,JAX,5,3,2,0,15.00,26.0,26.0,20.5,0,0,0,0,0,0,0,0,11,90,1,0,,,,
67,MyCole Pruitt\PruiMy00,TE,26,2018,NFL,OTI,15,9,6,0,16.20,25.2,25.2,20.7,0,0,0,0,0,0,0,0,9,102,1,0,,,,
68,Logan Paulsen\PaulLo00,TE,31,2018,NFL,ATL,15,7,8,0,15.10,24.1,24.1,19.6,0,0,0,0,0,0,0,0,9,91,1,0,,,,
69,Dalton Schultz\SchuDa00,TE,22,2018,NFL,DAL,11,7,4,0,11.70,23.6,23.6,17.6,0,0,0,0,0,0,0,0,12,116,0,0,,,,
70,Scott Simonson\SimoSc00,TE,26,2018,NFL,NYG,16,5,11,0,14.60,23.6,23.6,19.1,0,0,0,0,0,0,0,0,9,86,1,0,,,,
71,Nick O'Leary\OLeaNi00,TE,26,2018,NFL,MIA,12,4,8,0,14.60,22.6,22.6,18.6,0,0,0,0,0,0,0,0,8,86,1,0,,,,
72,Luke Willson\WillLu00,TE,28,2018,NFL,DET,14,5,9,0,8.70,21.7,21.7,15.2,0,0,0,0,0,0,0,0,13,87,0,0,,,,
73,Logan Thomas\ThomLo00,TE,27,2018,NFL,BUF,12,4,8,0,8.30,20.3,20.3,14.3,1,1,15,0,0,0,0,0,12,77,0,0,,,,
74,Derek Carrier\CarrDe00,TE,28,2018,NFL,RAI,16,4,12,0,12.70,19.7,19.7,16.2,0,0,0,0,0,0,0,0,7,67,1,0,,,,
75,Niles Paul\PaulNi00,TE,29,2018,NFL,JAX,6,3,3,0,9.80,19.5,19.5,14.5,0,0,0,0,0,1,-3,0,10,98,0,0,,,,
76,Seth Devalve\DevaSe00,TE,25,2018,NFL,CLE,13,6,6,1,13.40,18.4,18.4,15.9,0,0,0,0,0,0,0,0,5,74,1,0,,,,
77,Adam Shaheen\ShahAd00,TE,24,2018,NFL,CHI,6,5,1,0,10.80,17.8,17.8,15.3,0,0,0,0,0,0,0,0,5,48,1,0,,,,
78,Robert Tonyan\TonyRo00,TE,24,2018,NFL,GNB,16,6,9,1,13.70,17.7,17.7,15.7,0,0,0,0,0,0,0,0,4,77,1,0,,,,
79,Jake Butt\ButtJa00,TE,23,2018,NFL,DEN,3,2,1,0,8.50,16.5,16.5,12.5,0,0,0,0,0,0,0,0,8,85,0,0,,,,
80,Jermaine Gresham\GresJe00,TE,30,2018,NFL,CRD,13,3,10,0,7.40,16.4,17.4,11.9,0,0,0,0,0,0,0,0,9,94,0,1,,,,
81,Darren Waller\WallDa01,TE,26,2018,NFL,RAI,4,2,2,0,9.60,15.6,15.6,12.6,0,0,0,0,0,1,21,0,6,75,0,0,,,,
82,Eric Tomlinson\TomlEr01,TE,26,2018,NFL,NYJ,15,4,11,0,7.70,15.2,15.2,11.2,0,0,0,0,0,0,0,0,8,72,0,0,,,,
83,Jeremy Sprinkle\SpriJe00,TE,24,2018,NFL,WAS,16,7,9,0,10.10,15.1,15.1,12.6,0,0,0,0,0,0,0,0,5,41,1,0,,,,
84,Blake Bell\BellBl00,TE,27,2018,NFL,JAX,10,2,8,0,6.70,14.7,14.7,10.7,0,0,0,0,0,0,0,0,8,67,0,0,,,,
85,A.J. Derby\DerbA.00,TE,26,2018,NFL,MIA,4,3,1,0,10.80,13.8,13.8,12.3,0,0,0,0,0,0,0,0,3,48,1,0,,,,
86,Chris Manhertz\ManhCh00,TE,26,2018,NFL,CAR,16,7,9,0,11.20,13.2,13.2,12.2,0,0,0,0,0,0,0,0,2,52,1,0,,,,
87,Tyler Conklin\ConkTy00,TE,23,2018,NFL,MIN,16,8,7,1,7.70,12.7,12.7,10.2,0,0,0,0,0,0,0,0,5,77,0,0,,,,
88,Xavier Grimble\GrimXa00,TE,25,2018,NFL,PIT,16,9,6,1,6.60,12.6,13.6,9.6,0,0,0,0,0,0,0,0,6,86,0,1,,,,
89,David Grinnage\GrinDa00,TE,24,2018,NFL,JAX,4,0,4,0,6.10,12.1,12.1,9.1,0,0,0,0,0,0,0,0,6,61,0,0,,,,
90,Antony Auclair\AuclAn00,TE,25,2018,NFL,TAM,16,5,11,0,4.80,11.8,11.8,8.3,0,0,0,0,0,0,0,0,7,48,0,0,,,,
91,Joshua Perkins\PerkJo02,TE,25,2018,NFL,PHI,9,4,5,0,6.70,11.7,11.7,9.2,0,0,0,0,0,0,0,0,5,67,0,0,,,,
92,Durham Smythe\SmytDu00,TE,23,2018,NFL,MIA,15,7,8,0,5.00,11.0,11.0,8.0,0,0,0,0,0,0,0,0,6,50,0,0,,,,
93,Matt Lengel\LengMa00,TE,27,2018,NFL,CIN,11,2,9,0,7.70,10.7,10.7,9.2,0,0,0,0,0,0,0,0,3,17,1,0,,,,
94,Neal Sterling\SterNe00,TE,26,2018,NFL,NYJ,5,2,3,0,4.70,10.7,10.7,7.7,0,0,0,0,0,0,0,0,6,47,0,0,,,,
95,Eric Saubert\SaubEr00,TE,24,2018,NFL,ATL,16,7,9,0,4.80,9.8,9.8,7.3,0,0,0,0,0,0,0,0,5,48,0,0,,,,
96,Jacob Hollister\HollJa03,WR,24,2018,NFL,NWE,8,5,3,0,5.20,9.2,9.2,7.2,0,0,0,0,0,0,0,0,4,52,0,0,,,,
97,Delanie Walker\WalkHu00,TE,34,2018,NFL,OTI,1,0,1,0,5.20,9.2,9.2,7.2,0,0,0,0,0,0,0,0,4,52,0,0,,,,
98,David Morgan\MorgDa01,TE,25,2018,NFL,MIN,11,7,3,1,3.60,8.6,8.6,6.1,0,0,0,0,0,0,0,0,5,36,0,0,,,,
99,Brian Parker\ParkBr00,TE,26,2018,NFL,DEN,13,4,9,0,3.30,8.3,8.3,5.8,0,0,0,0,0,0,0,0,5,33,0,0,,,,
100,Tyler Kroft\KrofTy00,TE,25,2018,NFL,CIN,5,4,1,0,3.60,7.6,7.6,5.6,0,0,0,0,0,0,0,0,4,36,0,0,,,,
