,,,,,,,,,,,Fantasy,Fantasy,Fantasy,Fantasy,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,Scoring,Scoring,Scoring,Scoring
10,Jordan Howard\HowaJo00,RB,21,2016,NFL,CHI,15,3,12,0,201.10,230.1,252.1,215.6,0,0,0,0,0,252,1313,6,29,298,1,2,,,,
11,Jay Ajayi\AjayJa00,RB,23,2016,NFL,MIA,15,10,5,0,188.30,215.3,228.3,201.8,0,0,0,0,0,260,1272,8,27,151,0,4,,,,
12,Frank Gore\GoreFr00,RB,33,2016,NFL,CLT,16,8,8,0,176.20,214.2,221.2,195.2,0,0,0,0,0,263,1025,4,38,277,4,2,,,,
13,Latavius Murray\MurrLa00,RB,26,2016,NFL,RAI,14,11,3,0,175.20,208.2,215.2,191.7,0,0,0,0,0,195,788,12,33,264,0,2,,,,
14,Isaiah Crowell\CrowIs00,RB,23,2016,NFL,CLE,16,1,15,0,165.10,205.1,219.1,185.1,0,0,0,0,0,198,952,7,40,319,0,2,,,,
15,Todd Gurley\GurlTo01,HB,22,2016,NFL,RAM,16,4,12,0,155.20,198.2,199.2,176.7,0,0,0,0,0,278,885,6,43,327,0,2,,,,
16,Bilal Powell\PoweBi00,RB,27,2016,NFL,NYJ,16,5,11,0,139.00,197.0,204.0,168.0,0,0,0,0,0,131,722,3,58,388,2,1,,,,
17,Spencer Ware\WareSp00,RB,24,2016,NFL,KAN,14,10,4,0,160.80,193.8,202.8,177.3,0,0,0,0,0,214,921,3,33,447,2,4,,,,
18,Carlos Hyde\HydeCa00,RB,25,2016,NFL,SFO,13,2,11,0,165.10,192.1,201.1,178.6,0,0,0,0,0,217,988,6,27,163,3,5,,,,
19,Tevin Coleman\ColeTe01,RB,23,2016,NFL,ATL,13,9,4,0,160.10,191.1,194.1,175.6,0,0,0,0,0,118,520,8,31,421,3,1,,,,
20,Lamar Miller\MillLa01,RB,25,2016,NFL,HTX,14,8,6,0,160.10,191.1,204.1,175.6,0,0,0,0,0,268,1073,5,31,188,1,2,,,,
21,Matt Forte\FortMa00,RB,30,2016,NFL,NYJ,14,4,10,0,153.60,183.6,190.6,168.6,0,0,0,0,0,218,813,7,30,263,1,1,,,,
22,Jeremy Hill\HillJe01,HB,23,2016,NFL,CIN,15,5,9,1,155.30,176.3,182.3,165.8,0,0,0,0,0,222,839,9,21,174,0,0,,,,
23,Terrance West\WestTe00,RB,25,2016,NFL,RAV,16,8,8,0,137.00,171.0,174.0,154.0,0,0,0,0,0,193,774,5,34,236,1,2,,,,
24,Darren Sproles\SproDa00,RB,33,2016,NFL,PHI,15,7,8,0,110.50,162.5,165.5,136.5,0,0,0,0,0,94,438,2,52,427,2,1,,,,
25,Theo Riddick\RiddTh00,RB,25,2016,NFL,DET,10,6,4,0,108.80,161.8,161.8,135.3,0,0,0,0,0,92,357,1,53,371,5,0,,,,
26,James White\WhitJa02,RB,24,2016,NFL,NWE,16,14,2,0,101.70,161.7,161.7,131.7,0,0,0,0,0,39,166,0,60,551,5,0,,,,
27,Jerick McKinnon\McKiJe00,RB,24,2016,NFL,MIN,15,8,7,0,105.40,148.4,148.4,126.9,0,1,0,0,0,159,539,2,43,255,2,0,,,,
28,Chris Thompson\ThomCh03,RB,25,2016,NFL,WAS,16,8,7,1,98.50,147.5,148.5,123.0,0,0,0,0,0,68,356,3,49,349,2,2,,,,
29,Jonathan Stewart\StewJo00,RB,29,2016,NFL,CAR,13,6,7,0,138.40,146.4,151.4,142.4,0,0,0,0,0,218,824,9,8,60,0,3,,,,
30,Ryan Mathews\MathRy00,RB,28,2016,NFL,PHI,13,6,7,0,132.10,144.6,152.6,138.1,0,0,0,0,0,155,661,8,13,115,1,3,,,,
31,Duke Johnson\JohnDu00,RB,22,2016,NFL,CLE,16,1,15,0,91.20,144.2,145.2,117.7,0,1,0,0,0,73,358,1,53,514,0,2,,,,
32,Devontae Booker\BookDe00,RB,24,2016,NFL,DEN,16,9,7,0,111.70,142.7,145.7,127.2,0,0,0,0,0,174,612,4,31,265,1,4,,,,
33,Rashad Jennings\JennRa00,RB,31,2016,NFL,NYG,13,11,2,0,103.40,138.4,138.4,120.9,0,0,0,0,0,181,593,3,35,201,1,1,,,,
34,T.J. Yeldon\YeldT.00,RB,22,2016,NFL,JAX,15,3,12,0,87.70,137.7,138.7,112.7,0,0,0,0,0,130,465,1,50,312,1,2,,,,
35,Christine Michael\MichCh00,LB,25,2016,NFL,TOT,15,12,2,1,115.00,137.0,141.0,126.0,0,0,0,0,0,148,583,7,22,107,1,2,,,,
36,Robert Kelley\KellRo00,RB,23,2016,NFL,WAS,14,8,5,1,120.60,132.6,135.6,126.6,0,0,0,0,0,168,704,6,12,82,1,0,,,,
37,Matt Asiata\AsiaMa00,RB,29,2016,NFL,MIN,16,8,8,0,100.50,132.5,133.5,116.5,0,0,0,0,0,121,402,6,32,263,0,1,,,,
38,Tim Hightower\HighTi00,RB,30,2016,NFL,NOR,16,7,9,0,104.80,126.8,129.8,115.8,0,0,0,0,0,133,548,4,22,200,1,0,,,,
39,Mike Gillislee\GillMi00,RB,25,2016,NFL,BUF,15,6,9,0,117.10,125.7,125.7,121.2,0,0,0,0,0,101,577,8,9,50,1,1,,,,
40,Giovani Bernard\BernGi00,HB,24,2016,NFL,CIN,10,3,6,1,83.30,122.3,126.3,102.8,0,0,0,0,0,91,337,2,39,336,1,1,,,,
41,Jalen Richard\RichJa01,RB,22,2016,NFL,RAI,16,12,4,0,86.70,115.5,115.5,101.0,0,0,0,0,0,83,491,1,29,194,2,0,,,,
42,Shaun Draughn\DrauSh00,RB,28,2016,NFL,SFO,16,2,14,0,80.00,108.9,109.9,94.4,0,0,0,0,0,74,196,4,29,263,2,1,,,,
43,Robert Turbin\TurbRo00,RB,26,2016,NFL,CLT,15,7,8,0,82.30,108.3,108.3,95.3,0,0,0,0,0,47,164,7,26,179,1,0,,,,
44,Derrick Henry\HenrDe00,RB,22,2016,NFL,OTI,15,9,6,0,92.70,105.7,105.7,99.2,0,0,0,0,0,110,490,5,13,137,0,0,,,,
45,C.J. Anderson\AndeC.00,RB,25,2016,NFL,DEN,7,5,2,0,86.50,102.5,105.5,94.5,0,0,0,0,0,110,437,4,16,128,1,0,,,,
46,Kenneth Dixon\DixoKe00,RB,22,2016,NFL,RAV,12,5,7,0,72.50,102.4,102.4,87.4,0,0,0,0,0,88,382,2,30,162,1,1,,,,
47,DeAngelo Williams\WillDe02,RB,33,2016,NFL,PIT,8,5,3,0,82.10,100.1,103.1,91.1,0,0,0,0,0,98,343,4,18,118,2,0,,,,
48,Chris Ivory\IvorCh00,RB,28,2016,NFL,JAX,11,3,8,0,74.50,94.5,100.5,84.5,0,0,0,0,0,117,439,3,20,186,0,5,,,,
49,Charcandrick West\WestCh01,RB,25,2016,NFL,KAN,15,12,3,0,66.10,94.1,94.1,80.1,0,0,0,0,0,88,293,1,28,188,2,0,,,,
50,Travaris Cadet\CadeTr00,RB,27,2016,NFL,NOR,15,7,8,0,54.00,94.0,94.0,74.0,0,0,0,0,0,4,19,0,40,281,4,0,,,,
51,Damien Williams\WillDa05,RB,24,2016,NFL,MIA,15,10,5,0,70.40,93.4,94.4,81.9,0,0,0,0,0,35,115,3,23,249,3,1,,,,
52,Zach Zenner\ZennZa00,RB,25,2016,NFL,DET,14,8,6,0,75.00,93.0,94.0,84.0,0,0,0,0,0,88,334,4,18,196,0,1,,,,
53,Jacquizz Rodgers\RodgJa00,RB,26,2016,NFL,TAM,10,5,5,0,77.80,90.8,96.8,84.3,0,0,0,0,0,129,560,2,13,98,0,0,,,,
54,Doug Martin\MartDo00,RB,27,2016,NFL,TAM,8,6,2,0,71.50,85.5,86.5,78.5,0,0,0,0,0,144,421,3,14,134,0,1,,,,
55,DeAndre Washington\WashDe00,RB,23,2016,NFL,RAI,14,10,4,0,68.20,85.2,86.2,76.7,0,0,0,0,0,87,467,2,17,115,0,1,,,,
56,Paul Perkins\PerkPa00,RB,21,2016,NFL,NYG,14,9,5,0,61.80,76.8,79.8,69.3,0,0,0,0,0,112,456,0,15,162,0,1,,,,
57,Rex Burkhead\BurkRe00,HB,26,2016,NFL,CIN,16,6,9,1,58.90,75.9,79.9,67.4,0,0,0,0,0,74,344,2,17,145,0,1,,,,
58,Thomas Rawls\RawlTh00,RB,23,2016,NFL,SEA,9,5,4,0,62.50,75.5,78.5,69.0,0,0,0,0,0,109,349,3,13,96,0,0,,,,
59,Matt Jones\JoneMa04,RB,23,2016,NFL,WAS,7,4,3,0,67.30,75.3,83.3,71.3,0,0,0,0,0,99,460,3,8,73,0,3,,,,
60,Kyle Juszczyk\JuszKy00,FB,25,2016,NFL,RAV,16,8,8,0,36.80,73.8,73.8,55.3,0,0,0,0,0,5,22,1,37,266,0,0,,,,
61,Jeremy Langford\LangJe00,RB,24,2016,NFL,CHI,12,2,10,0,54.20,73.2,75.2,63.7,0,0,0,0,0,62,200,4,19,142,0,2,,,,
62,Fozzy Whittaker\WhitFo00,RB,27,2016,NFL,CAR,16,6,10,0,47.10,72.1,76.1,59.6,0,0,0,0,0,57,265,0,25,226,0,1,,,,
63,Charles Sims\SimsCh00,RB,25,2016,NFL,TAM,7,2,5,0,43.90,67.9,68.9,55.9,0,0,0,0,0,51,149,1,24,190,1,1,,,,
64,Alfred Blue\BlueAl00,RB,25,2016,NFL,HTX,14,9,5,0,50.00,62.0,63.0,56.0,0,0,0,0,0,100,420,1,12,40,0,2,,,,
65,Justin Forsett\ForsJu00,RB,30,2016,NFL,TOT,9,6,3,0,41.60,61.6,62.6,51.6,0,0,0,0,0,87,291,1,20,85,0,2,,,,
66,C.J. Prosise\ProsC.00,RB,22,2016,NFL,SEA,6,4,1,1,44.00,61.0,61.0,52.5,0,0,0,0,0,30,172,1,17,208,0,0,,,,
67,James Starks\StarJa00,RB,30,2016,NFL,GNB,9,6,3,0,39.90,58.9,58.9,49.4,0,0,0,0,0,63,145,0,19,134,2,1,,,,
68,Jamize Olawale\OlawJa00,FB,27,2016,NFL,RAI,16,12,4,0,45.40,57.4,57.4,51.4,0,0,0,0,0,17,47,2,12,227,1,0,,,,
69,John Kuhn\KuhnJo00,FB,34,2016,NFL,NOR,16,7,9,0,40.70,56.7,56.7,48.7,0,0,0,0,0,18,37,4,16,70,1,0,,,,
70,Dion Lewis\LewiDi00,RB,26,2016,NFL,NWE,7,7,0,0,37.70,54.7,54.7,46.2,0,0,0,0,0,64,283,0,17,94,0,1,,,,
71,Wendell Smallwood\SmalWe00,RB,22,2016,NFL,PHI,13,5,8,0,49.20,52.7,53.7,49.7,0,0,0,0,0,77,312,1,6,55,0,1,,,,
72,Kenyan Drake\DrakKe00,RB,22,2016,NFL,MIA,16,10,6,0,40.50,49.5,49.5,45.0,0,0,0,0,0,33,179,2,9,46,0,1,,,,
73,Dwayne Washington\WashDw00,RB,22,2016,NFL,DET,12,6,6,0,38.70,48.7,48.7,43.7,0,0,0,0,0,90,265,1,10,62,0,0,,,,
74,Aaron Ripkowski\RipkAa00,FB,23,2016,NFL,GNB,16,10,6,0,37.60,46.6,46.6,42.1,0,0,0,0,0,34,150,2,9,46,1,0,,,,
75,Eddie Lacy\LacyEd00,RB,26,2016,NFL,GNB,5,3,2,0,38.80,42.8,45.8,40.8,0,0,0,0,0,71,360,0,4,28,0,0,,,,
76,Alfred Morris\MorrAl00,RB,27,2016,NFL,DAL,14,11,3,0,37.40,40.4,40.4,38.9,0,0,0,0,0,69,243,2,3,11,0,0,,,,
77,Bobby Rainey\RainBo00,RB,28,2016,NFL,NYG,15,10,5,0,19.70,39.6,40.6,29.6,0,0,0,0,0,17,63,0,20,153,0,1,,,,
78,Shane Vereen\VereSh00,RB,27,2016,NFL,NYG,5,4,1,0,27.20,38.2,40.2,32.7,0,0,0,0,0,33,158,1,11,94,0,2,,,,
79,Lance Dunbar\DunbLa00,RB,26,2016,NFL,DAL,13,10,3,0,21.30,37.3,37.3,29.3,0,0,0,0,0,9,31,1,16,122,0,1,,,,
80,Kenneth Farrow\FarrKe02,RB,23,2016,NFL,SDG,13,5,8,0,24.50,37.2,38.2,30.7,0,0,0,0,0,60,192,0,13,70,0,2,,,,
81,Peyton Barber\BarbPe01,RB,22,2016,NFL,TAM,15,9,6,0,31.10,36.1,36.1,33.6,0,0,0,0,0,55,223,1,5,28,0,0,,,,
82,Alex Collins\CollAl00,RB,22,2016,NFL,SEA,11,6,4,1,24.90,35.9,36.9,30.4,0,0,0,0,0,31,125,1,11,84,0,2,,,,
83,Corey Grant\GranCo00,RB,24,2016,NFL,JAX,11,2,9,0,31.90,35.9,38.9,33.9,0,0,0,0,0,32,164,1,4,35,1,0,,,,
84,Josh Ferguson\FergJo02,RB,23,2016,NFL,CLT,16,8,8,0,15.60,35.6,35.6,25.6,0,0,0,0,0,15,20,0,20,136,0,1,,,,
85,DuJuan Harris\HarrDu01,RB,28,2016,NFL,SFO,10,1,9,0,29.40,35.3,37.3,31.3,0,0,0,0,0,38,138,0,8,115,1,2,,,,
86,Benny Cunningham\CunnBe01,RB,26,2016,NFL,RAM,11,4,7,0,19.30,35.2,35.2,27.2,0,0,0,0,0,21,101,0,16,91,0,1,,,,
87,Mike Tolbert\TolbMi00,FB,30,2016,NFL,CAR,16,6,10,0,24.70,34.6,34.6,29.6,0,0,0,0,0,35,114,0,10,72,1,0,,,,
88,Kenjon Barner\BarnKe00,RB,26,2016,NFL,PHI,13,5,8,0,29.10,34.1,34.1,31.6,0,0,0,0,0,27,129,2,5,42,0,0,,,,
89,Jonathan Grimes\GrimJo01,RB,26,2016,NFL,HTX,10,6,4,0,19.90,32.9,32.9,26.4,0,0,0,0,0,23,105,0,13,94,0,0,,,,
90,Andre Ellington\ElliAn00,RB,27,2016,NFL,CRD,16,7,8,1,18.20,30.1,30.1,24.1,0,0,0,0,0,34,96,0,12,85,0,0,,,,
91,Ronnie Hillman\HillRo00,RB,25,2016,NFL,TOT,8,1,7,0,22.80,29.4,29.4,25.9,0,0,0,0,0,41,131,0,7,93,0,0,,,,
92,Kerwynn Williams\WillKe05,RB,25,2016,NFL,CRD,10,4,5,1,28.30,29.3,29.3,28.8,0,0,0,0,0,18,157,2,1,6,0,0,,,,
93,Cameron Artis-Payne\ArtiCa00,RB,26,2016,NFL,CAR,3,0,3,0,27.50,28.5,28.5,28.0,0,0,0,0,0,36,144,2,1,11,0,0,,,,
94,Kapri Bibbs\BibbKa00,RB,23,2016,NFL,DEN,12,8,4,0,26.40,28.4,28.4,27.4,0,0,0,0,0,29,129,0,2,75,1,0,,,,
95,Danny Woodhead\WoodDa02,RB,31,2016,NFL,SDG,2,1,1,0,21.10,27.1,27.1,24.1,0,0,0,0,0,19,116,0,6,35,1,0,,,,
96,Ameer Abdullah\AbduAm00,RB,23,2016,NFL,DET,2,1,1,0,21.80,26.8,26.8,24.3,0,0,0,0,0,18,101,0,5,57,1,0,,,,
97,Orleans Darkwa\DarkOr00,RB,24,2016,NFL,NYG,10,7,3,0,24.30,26.3,26.3,25.3,0,0,0,0,0,30,111,2,2,12,0,0,,,,
98,Reggie Bush\BushRe00,RB,31,2016,NFL,BUF,13,4,9,0,17.90,23.7,23.7,20.2,0,0,0,0,0,12,-3,1,7,90,0,1,,,,
99,Ka'Deem Carey\CareKa00,RB,23,2016,NFL,CHI,12,2,10,0,18.10,23.1,23.1,20.6,0,0,0,0,0,32,126,0,5,55,0,0,,,,
100,Denard Robinson\RobiDe00,RB,25,2016,NFL,JAX,13,2,11,0,16.60,19.6,19.6,18.1,0,0,0,0,0,41,144,0,3,22,0,0,,,,
