,,,,,,,,,,,Fantasy,Fantasy,Fantasy,Fantasy,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,Scoring,Scoring,Scoring,Scoring
30,Dallas Clark\ClarDa00,TE,34,2013,NFL,RAV,12,6,6,0,52.30,83.3,83.3,67.8,0,0,0,0,0,0,0,0,31,343,3,0,,,,
31,Marcedes Lewis\LewiMa00,TE,29,2013,NFL,JAX,11,4,7,0,57.90,82.9,83.9,70.4,0,0,0,0,0,0,0,0,25,359,4,1,,,,
32,Joseph Fauria\FaurJo00,TE,23,2013,NFL,DET,16,7,9,0,64.70,82.7,82.7,73.7,0,0,0,0,0,0,0,0,18,207,7,0,,,,
33,Lance Kendricks\KendLa00,TE,25,2013,NFL,RAM,15,6,9,0,49.80,81.8,81.8,65.8,0,0,0,0,0,0,0,0,32,258,4,0,,,,
34,Kellen Winslow\WinsKe01,TE,30,2013,NFL,NYJ,12,6,6,0,50.80,81.8,81.8,66.3,0,0,0,0,0,0,0,0,31,388,2,0,,,,
35,Kyle Rudolph\RudoKy00,TE,23,2013,NFL,MIN,8,1,7,0,49.30,79.3,79.3,64.3,0,0,0,0,0,0,0,0,30,313,3,0,,,,
36,Andrew Quarless\QuarAn00,TE,24,2013,NFL,GNB,16,8,7,1,43.20,75.2,75.2,59.2,0,0,0,0,0,0,0,0,32,312,2,0,,,,
37,Jermichael Finley\FinlJe00,TE,26,2013,NFL,GNB,6,4,2,0,48.00,73.0,73.0,60.5,0,0,0,0,0,0,0,0,25,300,3,0,,,,
38,Ladarius Green\GreeLa00,TE,23,2013,NFL,SDG,16,9,7,0,55.60,72.6,72.6,64.1,0,0,0,0,0,0,0,0,17,376,3,0,,,,
39,John Carlson\CarlJo00,TE,29,2013,NFL,MIN,13,3,9,1,38.40,70.4,71.4,54.4,0,0,0,0,0,0,0,0,32,344,1,1,,,,
40,Logan Paulsen\PaulLo00,TE,26,2013,NFL,WAS,16,3,13,0,40.70,68.7,70.7,54.7,0,0,0,0,0,0,0,0,28,267,3,2,,,,
41,Sean McGrath\McGrSe00,TE,25,2013,NFL,KAN,16,11,5,0,42.20,68.2,68.2,55.2,0,0,0,0,0,0,0,0,26,302,2,0,,,,
42,Owen Daniels\DaniOw00,TE,30,2013,NFL,HTX,5,2,3,0,43.20,67.2,67.2,55.2,0,0,0,0,0,0,0,0,24,252,3,0,,,,
43,Clay Harbor\HarbCl00,TE,26,2013,NFL,JAX,16,4,12,0,39.20,63.2,64.2,51.2,0,0,0,0,0,0,0,0,24,292,2,2,,,,
44,Anthony Fasano\FasaAn00,TE,29,2013,NFL,KAN,9,5,4,0,38.00,61.0,61.0,49.5,0,0,0,0,0,0,0,0,23,200,3,0,,,,
45,Ed Dickson\DickEd00,TE,26,2013,NFL,RAV,16,8,8,0,33.30,58.3,58.3,45.8,0,0,0,0,0,0,0,0,25,273,1,0,,,,
46,Jim Dray\DrayJi00,TE,26,2013,NFL,CRD,16,10,6,0,31.50,57.5,58.5,44.5,0,0,0,0,0,0,0,0,26,215,2,1,,,,
47,Ben Watson\WatsBe00,WR,32,2013,NFL,NOR,15,10,5,0,34.60,53.6,53.6,44.1,0,0,0,0,0,0,0,0,19,226,2,0,,,,
48,Luke Willson\WillLu00,WR,23,2013,NFL,SEA,16,13,3,0,33.20,53.2,53.2,43.2,0,0,0,0,0,0,0,0,20,272,1,0,,,,
49,Ryan Griffin\GrifRy00,TE,23,2013,NFL,HTX,15,2,13,0,30.40,49.4,49.4,39.9,0,0,0,0,0,0,0,0,19,244,1,0,,,,
50,Jacob Tamme\TammJa00,TE,28,2013,NFL,DEN,16,13,3,0,24.40,44.4,44.4,34.4,0,0,0,0,0,0,0,0,20,184,1,0,,,,
51,Dennis Pitta\PittDe00,TE,28,2013,NFL,RAV,4,2,2,0,22.90,42.9,42.9,32.9,0,0,0,0,0,0,0,0,20,169,1,0,,,,
52,Gary Barnidge\BarnGa01,TE,27,2013,NFL,CLE,16,4,12,0,24.70,37.7,37.7,31.2,0,0,0,0,0,0,0,0,13,127,2,0,,,,
53,Cory Harkey\HarkCo00,TE,23,2013,NFL,RAM,15,6,9,0,23.30,36.3,36.3,29.8,0,0,0,0,0,0,0,0,13,113,2,0,,,,
54,Gavin Escobar\EscoGa00,TE,22,2013,NFL,DAL,16,8,8,0,25.40,34.4,34.4,29.9,0,0,0,0,0,0,0,0,9,134,2,0,,,,
55,Michael Hoomanawanui\HoomMi00,TE,25,2013,NFL,NWE,13,9,4,0,19.60,31.6,31.6,25.6,0,0,0,0,0,0,0,0,12,136,1,0,,,,
56,Levine Toilolo\ToilLe00,TE,22,2013,NFL,ATL,16,4,12,0,17.50,28.5,28.5,23.0,0,0,0,0,0,0,0,0,11,55,2,0,,,,
57,Jake Ballard\BallJa21,TE,25,2013,NFL,CRD,8,6,2,0,19.50,26.5,26.5,23.0,0,0,0,0,0,0,0,0,7,75,2,0,,,,
58,Brandon Bostick\BostBr00,TE,24,2013,NFL,GNB,11,6,4,1,18.00,25.0,25.0,21.5,0,0,0,0,0,0,0,0,7,120,1,0,,,,
59,Chase Ford\FordCh00,TE,23,2013,NFL,MIN,9,4,4,1,13.30,24.3,24.3,18.8,0,0,0,0,0,0,0,0,11,133,0,0,,,,
60,Bear Pascoe\PascBe00,TE,27,2013,NFL,NYG,16,7,9,0,8.30,20.3,20.3,14.3,0,0,0,0,0,1,2,0,12,81,0,0,,,,
61,Fred Davis\DaviFr01,TE,27,2013,NFL,WAS,10,1,9,0,13.00,20.0,20.0,16.5,0,0,0,0,0,0,0,0,7,70,1,0,,,,
62,Vance McDonald\McDoVa00,TE,23,2013,NFL,SFO,15,11,4,0,11.90,19.9,19.9,15.9,0,0,0,0,0,0,0,0,8,119,0,0,,,,
63,James Hanna\HannJa00,TE,24,2013,NFL,DAL,16,8,8,0,7.30,19.3,19.3,13.3,0,0,0,0,0,0,0,0,12,73,0,0,,,,
64,Joel Dreessen\DreeJo00,TE,31,2013,NFL,DEN,13,10,3,0,10.70,17.7,17.7,14.2,0,0,0,0,0,0,0,0,7,47,1,0,,,,
65,Chris Gragg\GragCh00,TE,23,2013,NFL,BUF,9,4,5,0,11.30,16.3,16.3,13.8,0,0,0,0,0,0,0,0,5,53,1,0,,,,
66,Josh Hill\HillJo02,TE,23,2013,NFL,NOR,14,11,3,0,10.40,15.6,15.6,12.6,0,0,0,0,0,1,-8,0,6,44,1,0,,,,
67,Tony Scheffler\ScheTo00,TE,30,2013,NFL,DET,5,3,2,0,8.20,15.2,15.2,11.7,0,0,0,0,0,0,0,0,7,82,0,0,,,,
68,Dion Sims\SimsDi00,TE,22,2013,NFL,MIA,15,7,8,0,9.20,15.2,15.2,12.2,0,0,0,0,0,0,0,0,6,32,1,0,,,,
69,Jeron Mastrud\MastJe20,TE,25,2013,NFL,RAI,16,4,12,0,8.80,14.8,14.8,11.8,0,0,0,0,0,0,0,0,6,88,0,0,,,,
70,Danny Noble\NoblDa00,TE,24,2013,NFL,JAX,8,4,4,0,12.30,14.3,14.3,13.3,0,0,0,0,0,0,0,0,2,63,1,0,,,,
71,David Paulson\PaulDa01,TE,24,2013,NFL,PIT,16,8,8,0,8.20,14.2,15.2,11.2,0,0,0,0,0,0,0,0,6,102,0,1,,,,
72,Michael Egnew\EgneMi00,TE,23,2013,NFL,MIA,16,8,8,0,6.90,13.9,13.9,10.4,0,0,0,0,0,0,0,0,7,69,0,0,,,,
73,Virgil Green\GreeVi00,TE,25,2013,NFL,DEN,16,13,3,0,4.50,13.5,13.5,9.0,0,0,0,0,0,0,0,0,9,45,0,0,,,,
74,Lee Smith\SmitLe00,TE,25,2013,NFL,BUF,16,6,10,0,7.80,12.8,12.8,10.3,0,0,0,0,0,0,0,0,5,78,0,0,,,,
75,Kellen Davis\DaviKe01,TE,27,2013,NFL,SEA,15,12,3,0,9.20,12.2,12.2,10.7,0,0,0,0,0,0,0,0,3,32,1,0,,,,
76,Tom Crabtree\CrabTo00,TE,27,2013,NFL,TAM,7,3,4,0,8.10,12.1,12.1,10.1,0,0,0,0,0,0,0,0,4,21,1,0,,,,
77,Zach Sudfeld\SudfZa00,TE,24,2013,NFL,TOT,14,8,6,0,6.30,11.3,11.3,8.8,0,0,0,0,0,0,0,0,5,63,0,0,,,,
78,David Johnson\JohnDa05,TE/F,26,2013,NFL,PIT,5,1,4,0,7.00,11.0,11.0,9.0,0,0,0,0,0,0,0,0,4,70,0,0,,,,
79,Taylor Thompson\ThomTa00,TE,23,2013,NFL,OTI,16,7,9,0,7.30,10.3,10.3,8.8,0,0,0,0,0,0,0,0,3,13,1,0,,,,
80,Alex Smith\SmitAl02,TE,31,2013,NFL,CIN,16,11,5,0,7.20,10.2,10.2,8.7,0,0,0,0,0,0,0,0,3,12,1,1,,,,
81,Matthew Mulligan\MullMa00,TE,28,2013,NFL,NWE,15,11,4,0,7.60,9.6,9.6,8.6,0,0,0,0,0,0,0,0,2,16,1,0,,,,
82,Niles Paul\PaulNi00,TE,24,2013,NFL,WAS,15,3,12,0,5.10,9.1,9.1,7.1,0,0,0,0,0,0,0,0,4,51,0,0,,,,
83,Dwayne Allen\AlleDw00,TE,23,2013,NFL,CLT,1,1,0,0,8.00,9.0,9.0,8.5,0,0,0,0,0,0,0,0,1,20,1,0,,,,
84,Allen Reisner\ReisAl00,TE,24,2013,NFL,JAX,5,0,5,0,4.00,9.0,9.0,6.5,0,0,0,0,0,0,0,0,5,40,0,0,,,,
85,Ryan Taylor\TaylRy00,TE,25,2013,NFL,GNB,14,6,7,1,3.00,9.0,9.0,6.0,0,0,0,0,0,0,0,0,6,30,0,1,,,,
86,Weslye Saunders\SaunWe00,TE,24,2013,NFL,CLT,6,4,2,0,4.60,8.6,8.6,6.6,0,0,0,0,0,0,0,0,4,46,0,0,,,,
87,Matt Spaeth\SpaeMa00,TE,30,2013,NFL,PIT,4,3,1,0,7.10,8.1,8.1,7.6,0,0,0,0,0,0,0,0,1,11,1,0,,,,
88,Nick Kasa\KasaNi00,TE,22,2013,NFL,RAI,16,4,12,0,6.90,7.9,7.9,7.4,0,0,0,0,0,0,0,0,1,9,1,0,,,,
89,MarQueis Gray\GrayMa00,TE,23,2013,NFL,CLE,12,4,8,0,5.30,7.1,7.1,6.1,0,0,0,0,0,6,43,0,2,8,0,0,,,,
90,John Phillips\PhilJo00,TE,26,2013,NFL,SDG,15,8,7,0,3.00,7.0,7.0,5.0,0,0,0,0,0,0,0,0,4,30,0,0,,,,
91,Jack Doyle\DoylJa00,TE,23,2013,NFL,CLT,15,10,5,0,2.30,6.9,6.9,4.4,0,0,0,0,0,0,0,0,5,19,0,0,,,,
92,Nate Byham\ByhaNa00,FB,25,2013,NFL,TAM,4,0,4,0,3.80,6.8,6.8,5.3,0,0,0,0,0,0,0,0,3,38,0,0,,,,
93,Kevin Brock\BrocKe00,TE,27,2013,NFL,KAN,4,4,0,0,3.60,6.6,6.6,5.1,0,0,0,0,0,0,0,0,3,36,0,0,,,,
94,James Casey\CaseJa00,TE,28,2013,NFL,PHI,15,9,6,0,3.10,6.1,6.1,4.6,0,0,0,0,0,0,0,0,3,31,0,0,,,,
95,Larry Donnell\DonnLa00,TE,24,2013,NFL,NYG,16,7,9,0,3.10,6.1,6.1,4.6,0,0,0,0,0,0,0,0,3,31,0,0,,,,
96,Garrett Celek\CeleGa00,TE,25,2013,NFL,SFO,12,9,3,0,3.80,5.8,5.8,4.8,0,0,0,0,0,0,0,0,2,38,0,1,,,,
97,Dorin Dickerson\DickDo00,TE,25,2013,NFL,DET,5,1,4,0,3.40,5.4,5.4,4.4,0,0,0,0,0,0,0,0,2,34,0,0,,,,
98,Dominique Jones\JoneDo01,TE,26,2013,NFL,TOT,8,6,2,0,3.40,5.4,5.4,4.4,0,0,0,0,0,0,0,0,2,34,0,0,,,,
99,Billy Bajema\BajeBi00,TE,30,2013,NFL,RAV,6,3,3,0,1.80,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,
100,Kory Sperry\SperKo00,TE,28,2013,NFL,CRD,8,4,4,0,1.60,2.6,2.6,2.1,0,0,0,0,0,0,0,0,1,16,0,0,,,,
