,,,,,,,,,,,Fantasy,Fantasy,Fantasy,Fantasy,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,Scoring,Scoring,Scoring,Scoring
53,Ian Thomas\ThomIa00,TE,23,2019,NFL,CAR,16,5,11,0,19.60,35.6,35.6,27.6,0,0,0,0,0,0,0,0,16,136,1,0,,,,
54,Ben Watson\WatsBe00,TE,38,2019,NFL,NWE,10,6,4,0,17.30,34.3,34.3,25.8,0,0,0,0,0,0,0,0,17,173,0,0,,,,
55,Nick Vannett\VannNi00,TE,26,2019,NFL,TOT,16,10,6,0,16.60,33.6,33.6,25.1,0,0,0,0,0,0,0,0,17,166,0,0,,,,
56,Derek Carrier\CarrDe00,TE,29,2019,NFL,RAI,16,7,9,0,19.50,32.5,32.5,26.0,0,0,0,0,0,1,27,0,13,108,1,0,,,,
57,Matt LaCosse\LaCoMa00,TE,26,2019,NFL,NWE,11,8,3,0,19.10,32.1,32.1,25.6,0,0,0,0,0,0,0,0,13,131,1,0,,,,
58,Jeff Heuerman\HeueJe00,TE,26,2019,NFL,DEN,14,6,8,0,17.40,31.4,31.4,24.4,0,0,0,0,0,0,0,0,14,114,1,0,,,,
59,Jesse James\JameJe00,TE,25,2019,NFL,DET,16,3,12,1,14.20,30.2,30.2,22.2,0,0,0,0,0,0,0,0,16,142,0,0,,,,
60,Jaeden Graham\GrahJa01,TE,23,2019,NFL,ATL,16,7,9,0,20.90,29.9,29.9,25.4,0,0,0,0,0,0,0,0,9,149,1,0,,,,
61,Nick O'Leary\OLeaNi00,TE,27,2019,NFL,TOT,12,1,11,0,16.90,29.9,29.9,23.4,0,0,0,0,0,0,0,0,13,109,1,1,,,,
62,Vernon Davis\DaviVe00,TE,35,2019,NFL,WAS,4,0,4,0,18.30,28.3,28.3,23.3,0,0,0,0,0,0,0,0,10,123,1,0,,,,
63,Dan Arnold\ArnoDa00,TE,24,2019,NFL,CRD,3,2,1,0,22.20,28.2,28.2,25.2,0,0,0,0,0,0,0,0,6,102,2,0,,,,
64,Seth Devalve\DevaSe00,TE,26,2019,NFL,JAX,12,6,6,0,14.00,26.0,26.0,20.0,0,0,0,0,0,0,0,0,12,140,0,0,,,,
65,Robert Tonyan\TonyRo00,TE,25,2019,NFL,GNB,11,9,2,0,16.00,26.0,26.0,21.0,0,0,0,0,0,0,0,0,10,100,1,0,,,,
66,Hale Hentges\HentHa00,TE,23,2019,NFL,WAS,11,3,8,0,16.30,24.3,24.3,20.3,0,0,0,0,0,0,0,0,8,103,1,0,,,,
67,Joshua Perkins\PerkJo02,TE,26,2019,NFL,PHI,5,4,1,0,14.70,23.7,23.7,19.2,0,0,0,0,0,0,0,0,9,87,1,0,,,,
68,Ryan Izzo\IzzoRy00,TE,23,2019,NFL,NWE,6,6,0,0,17.40,23.4,23.4,20.4,0,0,0,0,0,0,0,0,6,114,1,0,,,,
69,Virgil Green\GreeVi00,TE,31,2019,NFL,SDG,15,4,11,0,13.80,22.8,22.8,18.3,0,0,0,0,0,0,0,0,9,78,1,0,,,,
70,Trey Burton\BurtTr01,TE,27,2019,NFL,CHI,8,4,4,0,8.40,22.4,22.4,15.4,0,0,0,0,0,0,0,0,14,84,0,0,,,,
71,MyCole Pruitt\PruiMy00,TE,27,2019,NFL,OTI,16,9,7,0,15.00,21.0,21.0,18.0,0,0,0,0,0,0,0,0,6,90,1,0,,,,
72,Jesper Horsted\HorsJe00,WR,22,2019,NFL,CHI,6,4,2,0,12.70,20.7,21.7,16.7,0,0,0,0,0,0,0,0,8,87,1,1,,,,
73,Daniel Brown\BrowDa04,TE,27,2019,NFL,NYJ,16,7,9,0,13.20,20.2,20.2,16.7,0,0,0,0,0,0,0,0,7,72,1,0,,,,
74,Geoff Swaim\SwaiGe00,TE,25,2019,NFL,JAX,6,2,4,0,6.50,19.5,19.5,13.0,0,0,0,0,0,0,0,0,13,65,0,0,,,,
75,Tommy Sweeney\SweeTo00,TE,24,2019,NFL,BUF,6,4,2,0,11.40,19.4,19.4,15.4,0,0,0,0,0,0,0,0,8,114,0,0,,,,
76,Tyler Kroft\KrofTy00,TE,27,2019,NFL,BUF,11,6,5,0,13.10,19.1,19.1,16.1,0,0,0,0,0,0,0,0,6,71,1,0,,,,
77,Ben Braunecker\BrauBe00,TE,25,2019,NFL,CHI,11,5,6,0,11.90,17.9,17.9,14.9,0,0,0,0,0,0,0,0,6,59,1,0,,,,
78,Mo Alie-Cox\AlieMo00,TE,25,2019,NFL,CLT,16,7,9,0,9.30,17.3,17.3,13.3,0,0,0,0,0,0,0,0,8,93,0,0,,,,
79,Adam Shaheen\ShahAd00,TE,24,2019,NFL,CHI,8,3,5,0,7.40,16.4,17.4,11.9,0,0,0,0,0,0,0,0,9,74,0,1,,,,
80,Stephen Carlson\CarlSt00,TE,22,2019,NFL,CLE,9,4,5,0,11.10,16.1,16.1,13.6,0,0,0,0,0,0,0,0,5,51,1,0,,,,
81,J.P. Holtz\HoltJ.01,TE,26,2019,NFL,TOT,15,7,8,0,9.20,16.1,16.1,12.6,0,0,0,0,0,0,0,0,7,91,0,0,,,,
82,Luke Willson\WillLu00,TE,29,2019,NFL,SEA,8,6,2,0,7.90,15.9,15.9,11.9,0,0,0,0,0,0,0,0,8,79,0,0,,,,
83,Troy Fumagalli\FumaTr00,TE,24,2019,NFL,DEN,11,5,6,0,9.80,15.8,15.8,12.8,0,0,0,0,0,0,0,0,6,38,1,0,,,,
84,David Njoku\NjokDa00,TE,23,2019,NFL,CLE,4,2,2,0,10.10,15.1,15.1,12.6,0,0,0,0,0,0,0,0,5,41,1,0,,,,
85,Blake Bell\BellBl00,TE,28,2019,NFL,KAN,15,11,4,0,6.70,14.7,14.7,10.7,0,0,0,0,0,0,0,0,8,67,0,0,,,,
86,Tyler Conklin\ConkTy00,TE,24,2019,NFL,MIN,15,9,6,0,5.80,13.8,13.8,9.8,0,0,0,0,0,0,0,0,8,58,0,0,,,,
87,Durham Smythe\SmytDu00,TE,24,2019,NFL,MIA,16,5,11,0,6.50,13.5,13.5,10.0,0,0,0,0,0,0,0,0,7,65,0,0,,,,
88,Luke Stocker\StocLu00,TE,31,2019,NFL,ATL,15,7,8,0,5.30,13.3,13.3,9.3,0,0,0,0,0,0,0,0,8,53,0,1,,,,
89,Lee Smith\SmitLe00,TE,31,2019,NFL,BUF,16,10,6,0,9.10,13.1,13.1,11.1,0,0,0,0,0,0,0,0,4,31,1,0,,,,
90,Clive Walford\WalfCl00,TE,28,2019,NFL,MIA,7,4,3,0,6.10,10.1,10.1,8.1,0,0,0,0,0,0,4,0,4,57,0,0,,,,
91,Cethan Carter\CartCe00,TE,24,2019,NFL,CIN,15,1,14,0,7.30,9.3,9.3,8.3,0,0,0,0,0,0,0,0,2,13,1,0,,,,
92,Lance Kendricks\KendLa00,TE,31,2019,NFL,SDG,12,3,9,0,5.00,8.0,8.0,6.5,0,0,0,0,0,0,0,0,3,50,0,0,,,,
93,Drew Sample\SampDr00,TE,23,2019,NFL,CIN,9,0,9,0,3.10,8.0,8.0,5.5,0,0,0,0,0,0,0,0,5,30,0,0,,,,
94,Deon Yelder\YeldDe00,TE,24,2019,NFL,KAN,9,5,4,0,5.00,8.0,8.0,6.5,0,0,0,0,0,0,0,0,3,50,0,0,,,,
95,Ross Travis\TravRo00,TE,26,2019,NFL,CLT,3,1,2,0,3.10,7.1,8.1,5.1,0,0,0,0,0,0,0,0,4,51,0,1,,,,
96,Trevon Wesco\WescTr00,TE,23,2019,NFL,NYJ,16,7,9,0,4.90,6.9,6.9,5.9,0,0,0,0,0,1,2,0,2,47,0,0,,,,
97,Johnny Mundt\MundJo00,TE,24,2019,NFL,RAM,13,7,6,0,2.60,6.6,6.6,4.6,0,0,0,0,0,0,0,0,4,26,0,0,,,,
98,Pharaoh Brown\BrowPh01,TE,25,2019,NFL,CLE,9,4,5,0,2.70,4.7,4.7,3.7,0,0,0,0,0,0,0,0,2,27,0,0,,,,
99,Tanner Hudson\HudsTa00,TE,24,2019,NFL,TAM,9,5,4,0,2.60,4.6,4.6,3.6,0,0,0,0,0,0,0,0,2,26,0,0,,,,
100,Josh Oliver\OlivJo00,TE,22,2019,NFL,JAX,4,2,2,0,1.50,4.5,4.5,3.0,0,0,0,0,0,0,0,0,3,15,0,0,,,,
