,,,,,,,,,,,Fantasy,Fantasy,Fantasy,Fantasy,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,Scoring,Scoring,Scoring,Scoring
37,Derrick Henry\HenrDe00,RB,23,2017,NFL,OTI,16,9,7,0,124.00,135.0,141.0,129.5,0,0,0,0,0,176,744,5,11,136,1,1,,,,
38,James White\WhitJa02,RB,25,2017,NFL,NWE,14,11,3,0,78.00,134.0,134.0,106.0,0,0,0,0,0,43,171,0,56,429,3,0,,,,
39,Rex Burkhead\BurkRe00,RB,27,2017,NFL,NWE,10,8,2,0,99.80,129.8,129.8,114.8,0,0,0,0,0,64,264,5,30,254,3,1,,,,
40,Ameer Abdullah\AbduAm00,RB,24,2017,NFL,DET,14,8,6,0,99.40,124.4,125.4,111.9,0,0,0,0,0,165,552,4,25,162,1,2,,,,
41,Matt Forte\FortMa00,RB,31,2017,NFL,NYJ,12,3,9,0,83.40,120.4,121.4,101.9,0,0,0,0,0,103,381,2,37,293,1,1,,,,
42,Jonathan Stewart\StewJo00,RB,30,2017,NFL,CAR,15,11,4,0,109.60,117.2,126.2,113.2,0,0,0,0,0,198,680,6,8,52,1,3,,,,
43,Samaje Perine\PeriSa00,RB,21,2017,NFL,WAS,16,7,9,0,86.50,108.5,116.5,97.5,0,0,0,0,0,175,603,1,22,182,1,2,,,,
44,LeGarrette Blount\BlouLe00,RB,30,2017,NFL,PHI,16,13,3,0,99.60,107.6,111.6,103.6,0,0,0,0,0,173,766,2,8,50,1,1,,,,
45,Austin Ekeler\EkelAu00,RB,22,2017,NFL,SDG,16,9,7,0,79.90,106.9,108.9,93.4,0,0,0,0,0,47,260,2,27,279,3,2,,,,
46,Wayne Gallman\GallWa00,RB,23,2017,NFL,NYG,13,3,10,0,70.90,104.9,105.9,87.9,0,0,0,0,0,111,476,0,34,193,1,3,,,,
47,Matt Breida\BreiMa00,RB,22,2017,NFL,SFO,16,6,10,0,82.50,103.5,103.5,93.0,0,0,0,0,0,105,465,2,21,180,1,1,,,,
48,Marlon Mack\MackMa00,RB,21,2017,NFL,CLT,14,3,11,0,82.30,103.3,103.3,92.8,0,0,0,0,0,93,358,3,21,225,1,1,,,,
49,J.D. McKissic\McKiJ.00,RB,24,2017,NFL,SEA,13,8,5,0,63.30,97.3,97.3,80.3,0,0,0,0,0,46,187,1,34,266,2,0,,,,
50,Corey Clement\ClemCo00,RB,22,2017,NFL,PHI,16,13,3,0,82.40,92.4,92.4,87.4,0,0,0,0,0,74,321,4,10,123,2,0,,,,
51,Rod Smith\SmitRo06,RB,25,2017,NFL,DAL,15,8,7,0,73.40,92.4,95.4,82.9,0,0,0,0,0,55,232,4,19,202,1,0,,,,
52,Ty Montgomery\MontTy01,RB,24,2017,NFL,GNB,8,4,4,0,68.60,91.6,91.6,80.1,0,0,0,0,0,71,273,3,23,173,1,0,,,,
53,Devontae Booker\BookDe00,RB,25,2017,NFL,DEN,13,3,10,0,61.40,91.4,92.4,76.4,0,0,0,0,0,79,299,1,30,275,0,2,,,,
54,T.J. Yeldon\YeldT.00,RB,24,2017,NFL,JAX,10,7,3,0,57.70,87.7,91.7,72.7,0,0,0,0,0,49,253,2,30,224,0,2,,,,
55,Andre Ellington\ElliAn00,RB,28,2017,NFL,TOT,12,4,8,0,48.40,87.4,87.4,67.9,0,0,0,0,0,20,55,1,39,369,0,0,,,,
56,Jalen Richard\RichJa01,RB,23,2017,NFL,RAI,16,6,10,0,59.10,86.1,89.1,72.6,0,0,0,0,0,56,275,1,27,256,1,8,,,,
57,Peyton Barber\BarbPe01,RB,23,2017,NFL,TAM,16,5,11,0,69.90,85.7,89.7,77.7,0,0,0,0,0,108,423,3,16,114,0,2,,,,
58,DeAndre Washington\WashDe00,RB,24,2017,NFL,RAI,15,6,9,0,51.10,85.0,86.0,68.0,0,0,0,0,0,57,153,2,34,197,1,2,,,,
59,Chris Ivory\IvorCh00,RB,29,2017,NFL,JAX,14,10,4,0,66.70,84.7,86.7,74.2,0,0,0,0,0,112,382,1,21,175,1,2,,,,
60,Shane Vereen\VereSh00,RB,28,2017,NFL,NYG,16,3,13,0,39.70,83.7,84.7,62.7,0,1,0,0,1,45,164,0,44,253,0,0,,,,
61,Aaron Jones\JoneAa00,RB,22,2017,NFL,GNB,12,6,6,0,71.20,80.0,86.0,75.5,0,0,0,0,0,81,448,4,9,22,0,0,,,,
62,Adrian Peterson\PeteAd01,RB,32,2017,NFL,TOT,10,5,5,0,67.90,78.9,86.9,73.4,0,0,0,0,0,156,529,2,11,70,0,3,,,,
63,Elijah McGuire\McGuEl00,RB,23,2017,NFL,NYJ,16,5,11,0,59.50,76.2,78.2,67.7,0,0,0,0,0,88,315,1,17,177,1,2,,,,
64,Doug Martin\MartDo00,RB,28,2017,NFL,TAM,11,3,8,0,67.30,76.0,77.0,71.5,0,0,0,0,0,138,406,3,9,84,0,1,,,,
65,Charles Sims\SimsCh00,RB,26,2017,NFL,TAM,16,5,11,0,38.40,73.4,74.4,55.9,0,0,0,0,0,21,95,0,35,249,1,1,,,,
66,Charcandrick West\WestCh01,RB,26,2017,NFL,KAN,13,9,4,0,46.20,73.2,73.2,59.7,0,0,0,0,0,18,72,2,27,150,2,1,,,,
67,Alfred Morris\MorrAl00,RB,28,2017,NFL,DAL,14,8,6,0,65.20,72.2,75.2,68.7,0,0,0,0,0,115,547,1,7,45,0,0,,,,
68,Kyle Juszczyk\JuszKy00,FB,26,2017,NFL,SFO,14,6,8,0,36.60,69.6,71.6,53.1,0,0,0,0,0,7,31,0,33,315,1,2,,,,
69,Mike Gillislee\GillMi00,RB,26,2017,NFL,NWE,9,7,2,0,67.80,68.8,69.8,68.3,0,0,0,0,0,104,383,5,1,15,0,1,,,,
70,Kerwynn Williams\WillKe05,RB,26,2017,NFL,CRD,16,8,8,0,58.10,67.9,67.9,62.9,0,0,0,0,0,120,426,1,10,93,0,0,,,,
71,Jamaal Charles\CharJa00,RB,30,2017,NFL,DEN,14,5,9,0,44.50,67.5,69.5,56.0,0,0,0,0,0,69,296,1,23,129,0,2,,,,
72,Dalvin Cook\CookDa01,HB,22,2017,NFL,MIN,4,2,2,0,54.40,65.4,69.4,59.9,0,0,0,0,0,74,354,2,11,90,0,1,,,,
73,Damien Williams\WillDa05,RB,25,2017,NFL,MIA,11,4,7,0,39.70,59.6,59.6,49.6,0,0,0,0,0,46,181,0,20,155,1,0,,,,
74,Danny Woodhead\WoodDa02,RB,32,2017,NFL,RAV,8,6,2,0,25.60,58.6,58.6,42.1,0,0,0,0,0,14,56,0,33,200,0,0,,,,
75,D'Onta Foreman\ForeDO00,RB,21,2017,NFL,HTX,10,4,6,0,51.00,57.0,58.0,54.0,0,0,0,0,0,78,327,2,6,83,0,2,,,,
76,Benny Cunningham\CunnBe01,RB,27,2017,NFL,CHI,14,4,10,0,36.90,56.9,57.9,46.9,0,0,0,0,0,9,29,0,20,240,2,1,,,,
77,Mike Davis\DaviMi01,RB,24,2017,NFL,SEA,6,2,4,0,37.10,52.1,52.1,44.6,0,0,0,0,0,68,240,0,15,131,0,0,,,,
78,Mike Tolbert\TolbMi00,FB,31,2017,NFL,BUF,12,7,5,0,36.50,50.5,51.5,43.5,0,0,0,0,0,66,247,1,14,78,0,2,,,,
79,Jacquizz Rodgers\RodgJa00,RB,27,2017,NFL,TAM,16,5,11,0,38.20,46.8,46.8,42.3,0,0,0,0,0,64,244,1,9,74,0,0,,,,
80,Wendell Smallwood\SmalWe00,RB,23,2017,NFL,PHI,8,6,2,0,33.70,46.7,46.7,40.2,0,0,0,0,0,47,174,1,13,103,0,0,,,,
81,Malcolm Brown\BrowMa03,RB,24,2017,NFL,RAM,11,7,4,0,36.30,44.9,44.9,40.4,0,0,0,0,0,63,246,1,9,53,0,1,,,,
82,Alfred Blue\BlueAl00,RB,26,2017,NFL,HTX,11,2,9,0,37.60,44.6,47.6,41.1,0,0,0,0,0,71,262,1,7,54,0,0,,,,
83,Robert Kelley\KellRo00,RB,24,2017,NFL,WAS,7,2,5,0,39.20,43.2,43.2,41.2,0,0,0,0,0,62,194,3,4,18,0,0,,,,
84,Corey Grant\GranCo00,RB,25,2017,NFL,JAX,16,10,6,0,38.90,41.9,42.9,40.4,0,0,0,0,0,30,248,2,3,41,0,1,,,,
85,Kapri Bibbs\BibbKa00,RB,24,2017,NFL,WAS,3,2,1,0,26.70,40.7,40.7,33.7,0,0,0,0,0,21,79,0,14,128,1,0,,,,
86,Chris Carson\CarsCh00,RB,22,2017,NFL,SEA,4,2,2,0,32.70,39.7,39.7,36.2,0,0,0,0,0,49,208,0,7,59,1,0,,,,
87,Travaris Cadet\CadeTr00,RB,28,2017,NFL,TOT,9,5,4,0,21.50,37.5,37.5,29.5,0,0,0,0,0,23,96,0,16,119,0,0,,,,
88,D.J. Foster\FostD.01,RB,23,2017,NFL,CRD,7,4,3,0,15.20,32.2,32.2,23.7,0,0,0,0,0,6,19,0,17,133,0,0,,,,
89,Elijhaa Penny\PennEl00,RB,24,2017,NFL,CRD,16,8,8,0,28.20,32.2,32.2,30.2,0,0,0,0,0,31,124,2,4,38,0,0,,,,
90,Thomas Rawls\RawlTh00,RB,24,2017,NFL,SEA,12,8,4,0,23.20,32.1,33.1,27.6,0,0,0,0,0,58,157,0,9,94,0,1,,,,
91,Tion Green\GreeTi00,RB,23,2017,NFL,DET,5,3,2,0,29.90,31.9,31.9,30.9,0,0,0,0,0,42,165,2,2,14,0,0,,,,
92,Tommy Bohanon\BohaTo00,FB,27,2017,NFL,JAX,16,10,6,0,22.80,28.8,28.8,25.8,0,0,0,0,0,5,5,2,6,43,1,0,,,,
93,Eddie Lacy\LacyEd00,RB,27,2017,NFL,SEA,9,6,3,0,22.60,28.6,28.6,25.6,0,0,0,0,0,69,179,0,6,47,0,0,,,,
94,Terrance West\WestTe00,RB,26,2017,NFL,RAV,5,3,2,0,26.80,28.1,29.1,27.1,0,0,0,0,0,39,138,2,2,23,0,1,,,,
95,Robert Turbin\TurbRo00,RB,27,2017,NFL,CLT,6,2,4,0,16.90,25.9,25.9,21.4,0,0,0,0,0,23,53,1,9,56,0,0,,,,
96,Kenjon Barner\BarnKe00,RB,27,2017,NFL,PHI,13,11,2,0,17.30,22.3,22.3,19.8,0,0,0,0,0,16,57,1,5,56,0,3,,,,
97,Paul Perkins\PerkPa00,RB,22,2017,NFL,NYG,11,1,10,0,13.60,21.6,21.6,17.6,0,0,0,0,0,41,90,0,8,46,0,0,,,,
98,C.J. Ham\HamxC.00,RB,24,2017,NFL,MIN,16,13,3,0,14.10,21.1,21.1,17.6,0,0,0,0,0,7,13,1,7,68,0,0,,,,
99,Chris Johnson\JohnCh04,RB,31,2017,NFL,CRD,4,2,2,0,15.70,20.7,20.7,18.2,0,0,0,0,0,45,114,0,5,43,0,0,,,,
100,Anthony Sherman\SherAn00,FB,28,2017,NFL,KAN,16,10,6,0,14.70,20.7,20.7,17.7,0,0,0,0,0,14,40,1,6,47,0,0,,,,
