,,,,,,,,,,,Fantasy,Fantasy,Fantasy,Fantasy,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,Scoring,Scoring,Scoring,Scoring
21,Frank Gore\GoreFr00,RB,31,2014,NFL,SFO,16,8,8,0,147.70,158.7,172.7,153.2,0,0,0,0,0,255,1106,4,11,111,1,2,,,,
22,Darren Sproles\SproDa00,RB,31,2014,NFL,PHI,15,10,5,0,117.60,157.6,161.6,137.6,0,0,0,0,0,57,329,6,40,387,0,4,,,,
23,Ahmad Bradshaw\BradAh00,RB,28,2014,NFL,CLT,10,6,4,0,116.50,154.5,156.5,135.5,0,0,0,0,0,90,425,2,38,300,6,3,,,,
24,Chris Ivory\IvorCh00,RB,26,2014,NFL,NYJ,16,4,12,0,134.40,152.4,159.4,143.4,0,0,0,0,0,198,821,6,18,123,1,2,,,,
25,Jonathan Stewart\StewJo00,RB,27,2014,NFL,CAR,13,6,7,0,121.00,146.0,153.0,133.5,0,0,0,0,0,175,809,3,25,181,1,2,,,,
26,Branden Oliver\OlivBr01,RB,23,2014,NFL,SDG,14,8,6,0,109.30,145.3,151.3,127.3,0,0,0,0,0,160,582,3,36,271,1,0,,,,
27,Andre Williams\WillAn00,RB,22,2014,NFL,NYG,16,6,10,0,127.10,145.1,151.1,136.1,0,0,0,0,0,217,721,7,18,130,0,1,,,,
28,Steven Jackson\JackSt00,RB,31,2014,NFL,ATL,15,6,9,0,121.50,141.5,144.5,131.5,0,0,0,0,0,190,707,6,20,148,0,0,,,,
29,Rashad Jennings\JennRa00,RB,29,2014,NFL,NYG,11,5,6,0,108.50,138.5,142.5,123.5,0,0,0,0,0,167,639,4,30,226,0,1,,,,
30,Tre Mason\MasoTr00,RB,21,2014,NFL,RAM,12,5,7,0,119.30,135.3,142.3,127.3,0,0,0,0,0,179,765,4,16,148,1,2,,,,
31,Roy Helu\HeluRo00,RB,25,2014,NFL,WAS,14,3,11,0,85.30,127.3,128.3,106.3,0,0,0,0,0,40,216,1,42,477,2,2,,,,
32,Benny Cunningham\CunnBe01,RB,24,2014,NFL,RAM,16,6,10,0,79.80,124.8,126.8,102.3,0,0,0,0,0,66,246,3,45,352,1,2,,,,
33,Pierre Thomas\ThomPi00,RB,29,2014,NFL,NOR,11,4,7,0,78.00,123.0,123.0,100.5,0,0,0,0,0,45,222,2,45,378,1,0,,,,
34,Isaiah Crowell\CrowIs00,RB,21,2014,NFL,CLE,16,7,9,0,113.40,122.4,124.4,117.9,0,0,0,0,0,148,607,8,9,87,0,3,,,,
35,Knile Davis\DaviKn00,RB,22,2014,NFL,KAN,16,9,7,0,105.00,121.0,129.0,113.0,0,0,0,0,0,134,463,6,16,147,1,4,,,,
36,Darren McFadden\McFaDa00,RB,27,2014,NFL,RAI,16,3,13,0,84.60,120.6,121.6,102.6,0,1,0,0,0,155,534,2,36,212,0,1,,,,
37,Trent Richardson\RichTr00,RB,24,2014,NFL,CLT,15,11,4,0,90.80,117.8,118.8,104.3,0,0,0,0,0,159,519,3,27,229,0,2,,,,
38,Chris Johnson\JohnCh04,RB,28,2014,NFL,NYJ,16,4,12,0,91.40,115.4,119.4,103.4,0,0,0,0,0,155,663,1,24,151,1,1,,,,
39,Denard Robinson\RobiDe00,WR,23,2014,NFL,JAX,13,2,11,0,90.60,113.6,121.6,102.1,0,1,0,0,0,135,582,4,23,124,0,2,,,,
40,Terrance West\WestTe00,RB,23,2014,NFL,CLE,14,6,8,0,101.70,112.7,116.7,107.2,0,0,0,0,0,171,673,4,11,64,1,2,,,,
41,Bobby Rainey\RainBo00,RB,26,2014,NFL,TAM,15,2,13,0,78.10,111.1,117.1,94.6,0,1,0,0,0,94,406,1,33,315,1,3,,,,
42,Reggie Bush\BushRe00,RB,29,2014,NFL,DET,11,8,3,0,67.00,107.0,107.0,87.0,0,0,0,0,0,76,297,2,40,253,0,0,,,,
43,Ronnie Hillman\HillRo00,RB,23,2014,NFL,DEN,8,6,2,0,81.30,102.3,108.3,91.8,0,0,0,0,0,106,434,3,21,139,1,1,,,,
44,LeGarrette Blount\BlouLe00,RB,27,2014,NFL,TOT,16,10,6,0,88.10,98.1,102.1,93.1,0,0,0,0,0,125,547,5,10,54,0,1,,,,
45,Alfred Blue\BlueAl00,RB,23,2014,NFL,HTX,16,9,7,0,82.10,97.1,100.1,89.6,0,0,0,0,0,169,528,2,15,113,1,0,,,,
46,Bishop Sankey\SankBi00,RB,21,2014,NFL,OTI,16,2,14,0,78.20,96.2,98.2,87.2,0,0,0,0,0,152,569,2,18,133,0,2,,,,
47,Theo Riddick\RiddTh00,RB,23,2014,NFL,DET,14,10,4,0,60.70,94.7,94.7,77.7,0,0,0,0,0,20,51,0,34,316,4,0,,,,
48,Jerick McKinnon\McKiJe00,RB,22,2014,NFL,MIN,11,4,7,0,67.30,94.3,100.3,80.8,0,0,0,0,0,113,538,0,27,135,0,0,,,,
49,Devonta Freeman\FreeDe00,RB,22,2014,NFL,ATL,16,6,10,0,57.30,87.3,88.3,72.3,0,0,0,0,0,65,248,1,30,225,1,1,,,,
50,Latavius Murray\MurrLa00,RB,24,2014,NFL,RAI,15,3,12,0,68.70,85.7,88.7,77.2,0,0,0,0,0,82,424,2,17,143,0,1,,,,
51,Toby Gerhart\GerhTo00,RB,27,2014,NFL,JAX,14,2,12,0,61.20,81.2,82.2,71.2,0,0,0,0,0,101,326,2,20,186,0,1,,,,
52,Doug Martin\MartDo00,RB,25,2014,NFL,TAM,11,1,10,0,67.80,80.8,83.8,74.3,0,0,0,0,0,134,494,2,13,64,0,0,,,,
53,Jacquizz Rodgers\RodgJa00,RB,24,2014,NFL,ATL,16,6,10,0,51.00,80.0,80.0,65.5,0,0,0,0,0,58,217,1,29,173,1,1,,,,
54,Antone Smith\SmitAn01,RB,28,2014,NFL,ATL,10,4,6,0,64.60,77.6,78.6,71.1,0,0,0,0,0,23,144,2,13,222,3,1,,,,
55,James Starks\StarJa00,RB,28,2014,NFL,GNB,16,12,4,0,59.70,77.3,77.3,68.3,0,0,0,0,0,85,333,2,18,140,0,1,,,,
56,Ben Tate\TateBe00,RB,26,2014,NFL,TOT,11,7,4,0,68.00,76.1,79.1,71.6,0,0,0,0,0,119,371,4,9,60,0,0,,,,
57,Marcel Reece\ReecMa00,FB,29,2014,NFL,RAI,15,3,12,0,39.30,76.0,77.0,57.5,0,0,0,0,0,21,85,0,37,265,1,1,,,,
58,Robert Turbin\TurbRo00,RB,24,2014,NFL,SEA,16,12,4,0,59.60,75.6,76.6,67.6,0,0,0,0,0,74,310,0,16,186,2,1,,,,
59,Dan Herron\HerrDa00,RB,25,2014,,CLT,16,11,5,0,54.40,75.4,77.4,64.9,0,0,0,0,0,78,351,1,21,173,0,2,,,,
60,Jordan Todman\TodmJo00,RB,24,2014,NFL,JAX,16,3,13,0,50.40,75.4,75.4,62.9,0,0,0,0,0,32,186,1,25,198,1,0,,,,
61,Carlos Hyde\HydeCa00,RB,23,2014,NFL,SFO,14,7,7,0,62.10,74.1,75.1,68.1,0,0,0,0,0,83,333,4,12,68,0,1,,,,
62,Jonas Gray\GrayJo00,RB,24,2014,NFL,NWE,8,7,1,0,71.90,72.9,75.9,72.4,0,0,0,0,0,89,412,5,1,7,0,0,,,,
63,Travaris Cadet\CadeTr00,RB,25,2014,NFL,NOR,15,7,8,0,34.80,72.8,74.8,53.8,0,0,0,0,0,10,32,0,38,296,1,2,,,,
64,Donald Brown\BrowDo00,RB,27,2014,NFL,SDG,13,8,5,0,43.60,72.4,72.4,57.9,0,0,0,0,0,85,223,0,29,211,0,1,,,,
65,C.J. Spiller\SpilC.00,RB,27,2014,NFL,BUF,9,5,4,0,52.50,71.5,72.5,62.0,0,0,0,0,0,78,300,0,19,125,1,3,,,,
66,Lorenzo Taliaferro\TaliLo00,RB,22,2014,NFL,RAV,13,8,5,0,62.60,70.6,71.6,66.6,0,0,0,0,0,68,292,4,8,114,0,1,,,,
67,Anthony Dixon\DixoAn00,RB,26,2014,NFL,BUF,16,9,7,0,60.10,68.1,68.1,64.1,0,0,0,0,0,105,432,2,8,49,0,1,,,,
68,Ryan Mathews\MathRy00,RB,26,2014,NFL,SDG,8,4,4,0,57.90,66.9,69.9,62.4,0,0,0,0,0,74,330,3,9,69,0,1,,,,
69,Stepfan Taylor\TaylSt00,RB,23,2014,NFL,CRD,14,9,5,0,54.70,65.7,65.7,60.2,0,0,0,0,0,63,208,1,11,79,3,0,,,,
70,Khiry Robinson\RobiKh00,RB,24,2014,NFL,NOR,10,4,6,0,56.50,64.5,66.5,60.5,0,0,0,0,0,76,362,3,8,63,0,2,,,,
71,Zac Stacy\StacZa00,RB,23,2014,NFL,RAM,13,4,9,0,46.50,64.5,66.5,55.5,0,0,0,0,0,76,293,1,18,152,0,2,,,,
72,Dexter McCluster\McClDe00,RB,25,2014,NFL,OTI,14,2,12,0,36.80,62.8,63.8,49.8,0,0,0,0,0,40,131,0,26,197,1,1,,,,
73,De'Anthony Thomas\ThomDe05,RB,21,2014,NFL,KAN,12,7,5,0,38.90,61.9,61.9,50.4,0,0,0,0,0,14,113,1,23,156,0,0,,,,
74,Charles Sims\SimsCh00,RB,24,2014,NFL,TAM,8,1,7,0,41.50,60.5,61.5,51.0,0,0,0,0,0,66,185,1,19,190,0,2,,,,
75,Damien Williams\WillDa05,RB,22,2014,NFL,MIA,16,8,8,0,37.30,57.9,57.9,47.4,0,0,0,0,0,36,122,0,21,187,1,0,,,,
76,Joseph Randle\RandJo01,RB,22,2014,,DAL,16,12,4,0,50.60,54.6,56.6,52.6,0,0,0,0,0,51,343,3,4,23,0,2,,,,
77,Daniel Thomas\ThomDa03,RB,26,2014,NFL,MIA,12,6,6,0,40.90,53.9,54.9,47.4,0,0,0,0,0,44,168,2,13,121,0,1,,,,
78,Leon Washington\WashLe00,RB,32,2014,NFL,OTI,16,2,14,0,31.60,53.6,54.6,42.6,0,0,0,0,0,13,57,0,22,159,2,3,,,,
79,Stevan Ridley\RidlSt00,RB,25,2014,NFL,NWE,6,4,2,0,48.00,52.0,58.0,50.0,0,0,0,0,0,94,340,2,4,20,0,0,,,,
80,Juwan Thompson\ThomJu01,RB,22,2014,,DEN,15,11,4,0,47.70,51.7,51.7,49.7,0,0,0,0,0,54,272,3,4,25,0,1,,,,
81,Shonn Greene\GreeSh00,RB,29,2014,NFL,OTI,13,1,12,0,50.50,51.5,52.5,51.0,0,0,0,0,0,94,392,2,1,13,0,1,,,,
82,Darrel Young\YounDa01,FB,27,2014,NFL,WAS,16,4,12,0,40.30,51.3,51.3,45.8,0,0,0,0,0,9,22,3,11,81,2,0,,,,
83,Chris Polk\PolkCh00,RB,24,2014,NFL,PHI,14,8,6,0,42.80,50.8,50.8,49.8,0,0,0,0,0,46,172,4,2,16,0,1,,,,
84,Bernard Pierce\PierBe00,RB,23,2014,NFL,RAV,13,8,5,0,48.10,49.9,50.9,48.9,0,0,0,0,0,93,366,2,2,13,0,1,,,,
85,Lance Dunbar\DunbLa00,RB,24,2014,NFL,DAL,16,12,4,0,31.60,49.6,49.6,40.6,0,0,0,0,0,29,99,0,18,217,0,0,,,,
86,Bruce Miller\MillBr02,FB,27,2014,NFL,SFO,16,8,8,0,29.80,47.8,48.8,38.8,0,0,0,0,0,6,9,0,18,189,2,1,,,,
87,Bryce Brown\BrowBr02,RB,23,2014,NFL,BUF,7,4,3,0,28.20,44.2,45.2,36.2,0,0,0,0,0,36,126,0,16,176,0,1,,,,
88,Bilal Powell\PoweBi00,RB,25,2014,NFL,NYJ,15,4,11,0,29.30,40.3,40.3,34.8,0,0,0,0,0,33,141,1,11,92,0,0,,,,
89,Kyle Juszczyk\JuszKy00,FB,23,2014,NFL,RAV,16,10,6,0,20.20,39.2,41.2,29.7,0,0,0,0,0,0,0,0,19,182,1,2,,,,
90,Fozzy Whittaker\WhitFo00,RB,25,2014,,CAR,10,6,3,1,32.50,37.5,37.5,35.0,0,0,0,0,0,32,145,1,5,60,1,0,,,,
91,Montee Ball\BallMo00,RB,23,2014,NFL,DEN,5,3,2,0,27.40,36.4,37.4,31.9,0,0,0,0,0,55,172,1,9,62,0,1,,,,
92,Silas Redd\ReddSi00,RB,22,2014,,WAS,15,4,11,0,24.20,32.2,32.2,28.2,0,0,0,0,0,16,75,1,8,107,0,1,,,,
93,Peyton Hillis\HillPe00,RB,28,2014,,NYG,9,3,6,0,20.20,30.2,30.2,25.2,0,0,0,0,0,26,115,0,10,87,0,0,,,,
94,Jonathan Grimes\GrimJo01,RB,24,2014,NFL,HTX,16,9,7,0,23.90,29.9,29.9,26.9,0,0,0,0,0,39,153,0,6,86,0,0,,,,
95,DeAngelo Williams\WillDe02,RB,31,2014,NFL,CAR,6,1,5,0,24.30,29.3,30.3,26.8,0,0,0,0,0,62,219,0,5,44,0,1,,,,
96,Mike Tolbert\TolbMi00,FB,28,2014,NFL,CAR,8,6,2,0,17.10,29.1,29.1,23.1,0,0,0,0,0,37,78,0,12,93,0,0,,,,
97,Maurice Jones-Drew\DrewMa00,RB,29,2014,NFL,RAI,12,2,10,0,16.80,27.7,27.7,22.2,0,0,0,0,0,43,96,0,11,71,0,1,,,,
98,Kerwynn Williams\WillKe05,RB,23,2014,,CRD,5,3,2,0,25.70,27.7,30.7,26.7,0,0,0,0,0,53,246,0,2,11,0,1,,,,
99,Ka'Deem Carey\CareKa00,RB,21,2014,NFL,CHI,14,5,9,0,21.50,26.5,26.5,24.0,0,0,0,0,0,36,158,0,5,57,0,0,,,,
100,Joe McKnight\McKnJo00,RB,26,2014,,KAN,2,1,1,0,18.70,24.7,24.7,21.7,0,0,0,0,0,1,3,0,6,64,2,0,,,,
